Sentence,Translation,Cloze,Pronunciation,Note,Register,KeyMeaning,PitchAccent
もう一度お願いできますか。,Could you say that again?,もう一度,もう一度【いちど】お願【ねが】いできますか。,Meeting - Clarify,polite,once more,"<ruby class=""vocab"">もう一度<rt>もういちど</rt></ruby>"
最後の部分が聞き取れませんでした。,I didn't catch the last part.,聞き取れません,最後【さいご】の部分【ぶぶん】が聞【き】き取【と】れませんでした。,Meeting - Clarify,polite,couldn't catch,"<ruby class=""vocab"">聞き取れません<rt>ききとれません</rt></ruby>"
もう少しゆっくりお願いします。,"A bit slower, please.",ゆっくり,もう少【すこ】しゆっくりお願【ねが】いします。,Meeting - Clarify,polite,slowly,"<span class=""vocab""><span class=""pitch-l"">ゆ</span><span class=""pitch-h"">っ</span><span class=""pitch-h"">く</span><span class=""pitch-l"">り</span></span>"
質問の意図を確認してもいいですか。,May I check what you're asking?,意図,質問【しつもん】の意図【いと】を確認【かくにん】してもいいですか。,Meeting - Clarify,polite,intent,"<ruby class=""vocab"">意図<rt><span class=""pitch-h"">い</span><span class=""pitch-l"">と</span></rt></ruby>"
少し巻き戻していいですか。,Can we rewind a bit?,巻き戻し,少【すこ】し巻【ま】き戻【もど】していいですか。,Meeting - Clarify,polite,rewind,"<ruby class=""vocab"">巻き戻し<rt><span class=""pitch-l"">ま</span><span class=""pitch-h"">き</span><span class=""pitch-h"">も</span><span class=""pitch-h"">ど</span><span class=""pitch-h"">し</span></rt></ruby>"
すみません、1点いいですか。,"Sorry, may I add one thing?",1点いいですか,すみません、1点【いってん】いいですか。,Meeting - Interrupt,polite,may I add one point,"<ruby class=""vocab"">1点いいですか<rt>1いってんいいですか</rt></ruby>"
お先にどうぞ。,Go ahead.,どうぞ,お先【さき】にどうぞ。,Meeting - Interrupt,polite,go ahead,"<span class=""vocab""><span class=""pitch-h"">ど</span><span class=""pitch-l"">う</span><span class=""pitch-l"">ぞ</span></span>"
途中ですみません。,Sorry to interrupt.,途中,途中【とちゅう】ですみません。,Meeting - Interrupt,polite,midway,"<ruby class=""vocab"">途中<rt><span class=""pitch-l"">と</span><span class=""pitch-h"">ちゅ</span><span class=""pitch-h"">う</span></rt></ruby>"
横から失礼します。,Sorry to jump in.,横から,横【よこ】から失礼【しつれい】します。,Meeting - Interrupt,polite,jumping in from the side,"<ruby class=""vocab"">横から<rt>よこから</rt></ruby>"
つまり、こういうことですか。,"So, is this what you mean?",つまり,つまり、こういうことですか。,Meeting - Confirm,polite,in other words,"<span class=""vocab""><span class=""pitch-h"">つ</span><span class=""pitch-l"">ま</span><span class=""pitch-l"">り</span></span>"
認識合ってますか。,Are we on the same page?,合ってます,認識【にんしき】合【あ】ってますか。,Meeting - Confirm,polite,matches / aligned,"<ruby class=""vocab"">合ってます<rt>あってます</rt></ruby>"
念のため確認させてください。,"Let me double-check, just in case.",念のため,念【ねん】のため確認【かくにん】させてください。,Meeting - Confirm,polite,just in case,"<ruby class=""vocab"">念のため<rt>ねんのため</rt></ruby>"
今の説明で伝わりましたか。,Did that explanation make sense?,伝わりました,今【いま】の説明【せつめい】で伝【つた】わりましたか。,Meeting - Confirm,polite,got across,"<ruby class=""vocab"">伝わりました<rt>つたわりました</rt></ruby>"
確認ですが、期限は金曜ですよね。,"Just to confirm, the deadline is Friday, right?",確認ですが,確認【かくにん】ですが、期限【きげん】は金曜【きんよう】ですよね。,Meeting - Confirm,polite,just confirming,"<ruby class=""vocab"">確認ですが<rt>かくにんですが</rt></ruby>"
