Sentence,Translation,Cloze,Pronunciation,Note,Register,KeyMeaning,PitchAccent
品質を落とさずに早く出したいです。,I want to ship fast without dropping quality.,品質,品質【ひんしつ】を落【お】とさずに早【はや】く出【だ】したいです。,Work - Quality,polite,quality,"<ruby class=""vocab"">品質<rt><span class=""pitch-l"">ひ</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">し</span><span class=""pitch-h"">つ</span></rt></ruby>"
来週までに検討します。,I'll look into it by next week.,検討,来週【らいしゅう】までに検討【けんとう】します。,Work - Process,polite,consideration,"<ruby class=""vocab"">検討<rt><span class=""pitch-l"">け</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">と</span><span class=""pitch-h"">う</span></rt></ruby>"
再度お願いできますか。,Could you do it once more?,再度,再度【さいど】お願【ねが】いできますか。,Work - Comms,polite,once again,"<ruby class=""vocab"">再度<rt><span class=""pitch-h"">さ</span><span class=""pitch-l"">い</span><span class=""pitch-l"">ど</span></rt></ruby>"
応答が返ってきません。,I'm getting no response.,応答,応答【おうとう】が返【かえ】ってきません。,Work - System,polite,response,"<ruby class=""vocab"">応答<rt><span class=""pitch-l"">お</span><span class=""pitch-h"">う</span><span class=""pitch-h"">と</span><span class=""pitch-h"">う</span></rt></ruby>"
上限を少し上げてもらえますか。,Could you raise the cap a little?,上限,上限【じょうげん】を少【すこ】し上【あ】げてもらえますか。,Work - Access,polite,upper limit,"<ruby class=""vocab"">上限<rt><span class=""pitch-l"">じょ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">げ</span><span class=""pitch-h"">ん</span></rt></ruby>"
原因はまだ断定できません。,I can't say for certain what the cause is.,断定,原因【げんいん】はまだ断定【だんてい】できません。,Work - Problem,polite,asserting definitively,"<ruby class=""vocab"">断定<rt><span class=""pitch-l"">だ</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">て</span><span class=""pitch-h"">い</span></rt></ruby>"
設計から見直す必要があります。,We need to revisit it from the design.,設計,設計【せっけい】から見直【みなお】す必要【ひつよう】があります。,Work - Process,polite,design,"<ruby class=""vocab"">設計<rt><span class=""pitch-l"">せ</span><span class=""pitch-h"">っ</span><span class=""pitch-h"">け</span><span class=""pitch-h"">い</span></rt></ruby>"
一応動くところまではできています。,"It at least works, more or less.",一応,一応【いちおう】動【うご】くところまではできています。,Work - Quality,polite,for the time being,"<ruby class=""vocab"">一応<rt><span class=""pitch-l"">い</span><span class=""pitch-h"">ち</span><span class=""pitch-h"">お</span><span class=""pitch-h"">う</span></rt></ruby>"
先に登録してから試します。,"I'll register first, then test.",登録,先【さき】に登録【とうろく】してから試【ため】します。,Work - Process,polite,registration,"<ruby class=""vocab"">登録<rt><span class=""pitch-l"">と</span><span class=""pitch-h"">う</span><span class=""pitch-h"">ろ</span><span class=""pitch-h"">く</span></rt></ruby>"
その方針で結構です。,That approach is fine by me.,結構,その方針【ほうしん】で結構【けっこう】です。,Work - Comms,polite,"fine, that'll do","<ruby class=""vocab"">結構<rt><span class=""pitch-h"">け</span><span class=""pitch-l"">っ</span><span class=""pitch-l"">こ</span><span class=""pitch-l"">う</span></rt></ruby>"
状況が変わったら教えてください。,Let me know if the situation changes.,状況,状況【じょうきょう】が変【か】わったら教【おし】えてください。,Work - Comms,polite,situation,"<ruby class=""vocab"">状況<rt><span class=""pitch-l"">じょ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">きょ</span><span class=""pitch-h"">う</span></rt></ruby>"
問題は解消しました。,The problem is resolved.,解消,問題【もんだい】は解消【かいしょう】しました。,Work - Problem,polite,resolution,"<ruby class=""vocab"">解消<rt><span class=""pitch-l"">か</span><span class=""pitch-h"">い</span><span class=""pitch-h"">しょ</span><span class=""pitch-h"">う</span></rt></ruby>"
詳細はあとで送ります。,I'll send the details later.,詳細,詳細【しょうさい】はあとで送【おく】ります。,Work - Docs,polite,details,"<ruby class=""vocab"">詳細<rt><span class=""pitch-l"">しょ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">さ</span><span class=""pitch-h"">い</span></rt></ruby>"
