Sentence,Translation,Cloze,Pronunciation,Note,Register,KeyMeaning,PitchAccent
これバグってない？,Isn't this bugged?,バグって,これバグってない？,Chat - Debug,casual,is buggy (slang),"<span class=""vocab"">バグって</span>"
ローカルだと動くんだけどなあ。,It works locally though...,動くんだけど,ローカルだと動【うご】くんだけどなあ。,Chat - Debug,casual,"works, but...","<ruby class=""vocab"">動くんだけど<rt>うごくんだけど</rt></ruby>"
再現できた。,Reproduced it.,再現できた,再現【さいげん】できた。,Chat - Debug,casual,managed to reproduce,"<ruby class=""vocab"">再現できた<rt>さいげんできた</rt></ruby>"
ログ吐いてる？,Is it writing logs?,吐いてる,ログ吐【は】いてる？,Chat - Debug,casual,spitting out (logs/errors),"<ruby class=""vocab"">吐いてる<rt>はいてる</rt></ruby>"
エラー出てるよ。,There are errors showing.,エラー出てる,エラー出【で】てるよ。,Chat - Debug,casual,errors appearing,"<ruby class=""vocab"">エラー出てる<rt>えらーでてる</rt></ruby>"
なんでだろ。,Wonder why.,なんでだろ,なんでだろ。,Chat - Debug,casual,I wonder why,"<span class=""vocab"">なんでだろ</span>"
わかんない。,No idea.,わかんない,わかんない。,Chat - Debug,casual,dunno,"<span class=""vocab"">わかんない</span>"
ググってみる。,I'll google it.,ググって,ググってみる。,Chat - Debug,casual,google it (verb),"<span class=""vocab"">ググって</span>"
これ仕様？,Is this intended behavior?,これ仕様,これ仕様【しよう】？,Chat - Debug,casual,is this the spec?,"<ruby class=""vocab"">これ仕様<rt>これしよう</rt></ruby>"
沼にはまってる。,I'm stuck in a rabbit hole.,沼,沼【ぬま】にはまってる。,Chat - Debug,casual,swamp (rabbit hole),"<ruby class=""vocab"">沼<rt><span class=""pitch-l"">ぬ</span><span class=""pitch-h"">ま</span></rt></ruby>"
詰んだ。,I'm stuck. Game over.,詰んだ,詰【つ】んだ。,Chat - Debug,casual,checkmated (stuck),"<ruby class=""vocab"">詰んだ<rt>つんだ</rt></ruby>"
力技で解決した。,Brute-forced it.,力技,力技【ちからわざ】で解決【かいけつ】した。,Chat - Debug,casual,brute force,"<ruby class=""vocab"">力技<rt><span class=""pitch-l"">ち</span><span class=""pitch-h"">か</span><span class=""pitch-h"">ら</span><span class=""pitch-h"">わ</span><span class=""pitch-h"">ざ</span></rt></ruby>"
それな。,Exactly. / So true.,それな,それな。,Chat - Agreement,casual,exactly (slang),"<span class=""vocab"">それな</span>"
わかる。,I feel you.,わかる,わかる。,Chat - Agreement,casual,"I know, right","<span class=""vocab""><span class=""pitch-l"">わ</span><span class=""pitch-h"">か</span><span class=""pitch-l"">る</span></span>"
それでいいよ。,That works for me.,いいよ,それでいいよ。,Chat - Agreement,casual,that's fine,"<span class=""vocab"">いいよ</span>"
どっちでもいいよ。,Either is fine.,どっちでも,どっちでもいいよ。,Chat - Agreement,casual,either way,"<span class=""vocab"">どっちでも</span>"
それアリだね。,That could work.,アリ,それアリだね。,Chat - Agreement,casual,viable (slang),"<ruby class=""vocab"">アリ<rt><span class=""pitch-h"">あ</span><span class=""pitch-l"">り</span></rt></ruby>"
たしかに。,Fair point.,たしかに,たしかに。,Chat - Agreement,casual,true / fair,"<span class=""vocab"">たしかに</span>"
ですよね。,Right? I thought so.,ですよね,ですよね。,Chat - Agreement,casual,right? (seeking agreement),"<span class=""vocab"">ですよね</span>"
異論なし！,No objections!,異論,異論【いろん】なし！,Chat - Agreement,casual,objection / dissent,"<ruby class=""vocab"">異論<rt><span class=""pitch-l"">い</span><span class=""pitch-h"">ろ</span><span class=""pitch-h"">ん</span></rt></ruby>"
まじか。,Seriously?,まじか,まじか。,Chat - Reaction,casual,seriously (slang),"<span class=""vocab""><span class=""pitch-h"">ま</span><span class=""pitch-l"">じ</span><span class=""pitch-l"">か</span></span>"
知らんかった。,Didn't know that.,知らんかった,知【し】らんかった。,Chat - Reaction,casual,didn't know (casual),"<ruby class=""vocab"">知らんかった<rt>しらんかった</rt></ruby>"
バグっぽいね。,Looks like a bug.,っぽい,バグっぽいね。,Chat - Reaction,casual,seems like,"<span class=""vocab""><span class=""pitch-l"">っ</span><span class=""pitch-h"">ぽ</span><span class=""pitch-l"">い</span></span>"
聞いてないよー。,Nobody told me!,聞いてない,聞【き】いてないよー。,Chat - Reaction,casual,wasn't told,"<ruby class=""vocab"">聞いてない<rt>きいてない</rt></ruby>"
それ先週言ったじゃん。,I told you that last week.,じゃん,それ先週【せんしゅう】言【い】ったじゃん。,Chat - Reaction,casual,didn't I (casual emphasis),"<span class=""vocab"">じゃん</span>"
ワンチャンいけるかも。,Might just work.,ワンチャン,ワンチャンいけるかも。,Chat - Reaction,casual,maybe (slang),"<span class=""vocab"">ワンチャン</span>"
まだWIPだから見なくていいよ。,"Still WIP, no need to look yet.",WIP,まだWIPだから見【み】なくていいよ。,Chat - Status,casual,work in progress,"<span class=""vocab"">WIP</span>"
ごめん、まだできてない。,"Sorry, not done yet.",できてない,ごめん、まだできてない。,Chat - Status,casual,not done yet,"<span class=""vocab"">できてない</span>"
もうちょいでできる。,Almost done.,もうちょい,もうちょいでできる。,Chat - Status,casual,a little more (slang),"<span class=""vocab"">もうちょい</span>"
今日はもう無理、寝る。,"I'm done for today, going to bed.",無理,今日【きょう】はもう無理【むり】、寝【ね】る。,Chat - Status,casual,can't anymore,"<ruby class=""vocab"">無理<rt><span class=""pitch-h"">む</span><span class=""pitch-l"">り</span></rt></ruby>"
一旦マージしちゃうね。,Gonna go ahead and merge.,しちゃう,一旦【いったん】マージしちゃうね。,Chat - Git,casual,go ahead and do,"<span class=""vocab"">しちゃう</span>"
コンフリってる。,Got a conflict.,コンフリ,コンフリってる。,Chat - Git,casual,conflict (abbreviation),"<span class=""vocab"">コンフリ</span>"
リベースしといて。,"Rebase it, would you.",しといて,リベースしといて。,Chat - Git,casual,do it beforehand (casual),"<span class=""vocab"">しといて</span>"
プッシュした？,Did you push?,プッシュした,プッシュした？,Chat - Git,casual,pushed?,"<span class=""vocab"">プッシュした</span>"
あ、プッシュ忘れてた。,"Oh, forgot to push.",忘れてた,あ、プッシュ忘【わす】れてた。,Chat - Git,casual,forgot,"<ruby class=""vocab"">忘れてた<rt>わすれてた</rt></ruby>"
今ハドルいける？,Can you hop on a huddle now?,ハドル,今【いま】ハドルいける？,Chat - Call,casual,huddle,"<ruby class=""vocab"">ハドル<rt><span class=""pitch-h"">は</span><span class=""pitch-l"">ど</span><span class=""pitch-l"">る</span></rt></ruby>"
5分だけ通話いい？,Got 5 minutes for a call?,通話,5分【ふん】だけ通話【つうわ】いい？,Chat - Call,casual,call,"<ruby class=""vocab"">通話<rt><span class=""pitch-l"">つ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">わ</span></rt></ruby>"
聞こえてる？,Can you hear me?,聞こえてる,聞【き】こえてる？,Chat - Call,casual,can hear,"<ruby class=""vocab"">聞こえてる<rt>きこえてる</rt></ruby>"
音切れてるよ。,Your audio is cutting out.,切れてる,音【おと】切【き】れてるよ。,Chat - Call,casual,cutting out,"<ruby class=""vocab"">切れてる<rt>きれてる</rt></ruby>"
画面共有見えてる？,Can you see my screen?,画面共有,画面【がめん】共有【きょうゆう】見【み】えてる？,Chat - Call,casual,screen share,"<ruby class=""vocab"">画面共有<rt>がめんきょうゆう</rt></ruby>"
ミュートなってるよ。,You're on mute.,ミュート,ミュートなってるよ。,Chat - Call,casual,mute,"<ruby class=""vocab"">ミュート<rt><span class=""pitch-h"">みゅ</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">と</span></rt></ruby>"
りょ。,K. (got it),りょ,りょ。,Chat - Acknowledgment,casual,roger (slang),"<span class=""vocab"">りょ</span>"
なるほどね。,Gotcha.,なるほどね,なるほどね。,Chat - Acknowledgment,casual,I see (casual),"<span class=""vocab"">なるほどね</span>"
了解です！,Got it!,了解です,了解【りょうかい】です！,Chat - Acknowledgment,casual,roger / got it,"<ruby class=""vocab"">了解です<rt>りょうかいです</rt></ruby>"
ちょっと見てもらっていい？,Can you take a quick look?,見てもらっていい,ちょっと見【み】てもらっていい？,Chat - Request,casual,can you look at it (casual),"<ruby class=""vocab"">見てもらっていい<rt>みてもらっていい</rt></ruby>"
レビューお願い！,Review please!,お願い,レビューお願【ねが】い！,Chat - Request,casual,please (casual),"<ruby class=""vocab"">お願い<rt>おねがい</rt></ruby>"
後でリマインドして。,Remind me later.,リマインド,後【あと】でリマインドして。,Chat - Request,casual,remind,"<span class=""vocab"">リマインド</span>"
今日リモートにする。,Going remote today.,リモートにする,今日【きょう】リモートにする。,Chat - Schedule,casual,go remote,"<span class=""vocab"">リモートにする</span>"
午後半休もらうね。,Taking a half day this afternoon.,半休,午後【ごご】半休【はんきゅう】もらうね。,Chat - Schedule,casual,half day off,"<ruby class=""vocab"">半休<rt><span class=""pitch-l"">は</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">きゅ</span><span class=""pitch-h"">う</span></rt></ruby>"
体調わるいんで休みます。,"Feeling sick, taking the day off.",体調,体調【たいちょう】わるいんで休【やす】みます。,Chat - Schedule,casual,physical condition,"<ruby class=""vocab"">体調<rt><span class=""pitch-l"">た</span><span class=""pitch-h"">い</span><span class=""pitch-h"">ちょ</span><span class=""pitch-h"">う</span></rt></ruby>"
退勤します。,Clocking out.,退勤,退勤【たいきん】します。,Chat - Schedule,casual,clock out,"<ruby class=""vocab"">退勤<rt><span class=""pitch-l"">た</span><span class=""pitch-h"">い</span><span class=""pitch-h"">き</span><span class=""pitch-h"">ん</span></rt></ruby>"
ランチ行ってきます。,Off to lunch.,行ってきます,ランチ行【い】ってきます。,Chat - Schedule,casual,heading out (be back),"<ruby class=""vocab"">行ってきます<rt>いってきます</rt></ruby>"
