Sentence,Translation,Cloze,Pronunciation,Note,Register,KeyMeaning,PitchAccent
ざっくり言うと、移行は半分終わっています。,"Roughly speaking, the migration is half done.",ざっくり,ざっくり言【い】うと、移行【いこう】は半分【はんぶん】終【お】わっています。,Meeting - Explain,polite,roughly,"<span class=""vocab""><span class=""pitch-l"">ざ</span><span class=""pitch-h"">っ</span><span class=""pitch-h"">く</span><span class=""pitch-l"">り</span></span>"
結論から言うと、間に合います。,Bottom line: we'll make it.,結論から,結論【けつろん】から言【い】うと、間【ま】に合【あ】います。,Meeting - Explain,polite,conclusion first,"<ruby class=""vocab"">結論から<rt>けつろんから</rt></ruby>"
前提として、予算は決まっています。,"As a premise, the budget is fixed.",前提として,前提【ぜんてい】として、予算【よさん】は決【き】まっています。,Meeting - Explain,polite,as a premise,"<ruby class=""vocab"">前提として<rt>ぜんていとして</rt></ruby>"
逆に言うと、他は問題ありません。,"Conversely, everything else is fine.",逆に,逆【ぎゃく】に言【い】うと、他【ほか】は問題【もんだい】ありません。,Meeting - Explain,polite,conversely,"<ruby class=""vocab"">逆に<rt>ぎゃくに</rt></ruby>"
一方で、コストは増えます。,"On the other hand, costs go up.",一方で,一方【いっぽう】で、コストは増【ふ】えます。,Meeting - Explain,polite,on the other hand,"<ruby class=""vocab"">一方で<rt>いっぽうで</rt></ruby>"
要するに、人手が足りません。,"In short, we're understaffed.",要するに,要【よう】するに、人手【ひとで】が足【た】りません。,Meeting - Explain,polite,in short,"<ruby class=""vocab"">要するに<rt>ようするに</rt></ruby>"
具体例を挙げます。,Let me give a concrete example.,具体例,具体例【ぐたいれい】を挙【あ】げます。,Meeting - Explain,polite,concrete example,"<ruby class=""vocab"">具体例<rt>ぐたいれい</rt></ruby>"
私の理解では、まだ未対応です。,My understanding is it's not handled yet.,私の理解,私【わたし】の理解【りかい】では、まだ未対応【みたいおう】です。,Meeting - Explain,polite,my understanding,"<ruby class=""vocab"">私の理解<rt>わたしのりかい</rt></ruby>"
リスクを洗い出しましょう。,Let's flush out the risks.,洗い出し,リスクを洗【あら】い出【だ】しましょう。,Meeting - Plan,polite,flush out / enumerate,"<ruby class=""vocab"">洗い出し<rt><span class=""pitch-l"">あ</span><span class=""pitch-h"">ら</span><span class=""pitch-h"">い</span><span class=""pitch-h"">だ</span><span class=""pitch-h"">し</span></rt></ruby>"
たたき台を作ってきました。,I made a rough draft to discuss.,たたき台,たたき台【だい】を作【つく】ってきました。,Meeting - Plan,polite,rough draft (strawman),"<ruby class=""vocab"">たたき台<rt><span class=""pitch-l"">た</span><span class=""pitch-h"">た</span><span class=""pitch-h"">き</span><span class=""pitch-h"">だ</span><span class=""pitch-h"">い</span></rt></ruby>"
来週から着手します。,We'll start on it next week.,着手,来週【らいしゅう】から着手【ちゃくしゅ】します。,Meeting - Plan,polite,start work,"<ruby class=""vocab"">着手<rt><span class=""pitch-h"">ちゃ</span><span class=""pitch-l"">く</span><span class=""pitch-l"">しゅ</span></rt></ruby>"
優先順位を整理しましょう。,Let's sort out the priorities.,優先順位,優先【ゆうせん】順位【じゅんい】を整理【せいり】しましょう。,Meeting - Plan,polite,priority order,"<ruby class=""vocab"">優先順位<rt>ゆうせんじゅんい</rt></ruby>"
スコープを絞りましょう。,Let's narrow the scope.,絞り,スコープを絞【しぼ】りましょう。,Meeting - Plan,polite,narrow down,"<ruby class=""vocab"">絞り<rt><span class=""pitch-l"">し</span><span class=""pitch-h"">ぼ</span><span class=""pitch-h"">り</span></rt></ruby>"
段階的にリリースしましょう。,Let's release it in stages.,段階的,段階的【だんかいてき】にリリースしましょう。,Meeting - Plan,polite,step by step,"<ruby class=""vocab"">段階的<rt>だんかいてき</rt></ruby>"
走りながら考えましょう。,Let's figure it out as we go.,走りながら,走【はし】りながら考【かんが】えましょう。,Meeting - Plan,polite,iterating as we go,"<ruby class=""vocab"">走りながら<rt>はしりながら</rt></ruby>"
まず方向性を決めましょう。,Let's decide the general direction first.,方向性,まず方向性【ほうこうせい】を決【き】めましょう。,Meeting - Decide,polite,direction / general policy,"<ruby class=""vocab"">方向性<rt>ほうこうせい</rt></ruby>"
