Sentence,Translation,Cloze,Pronunciation,Note,Register,KeyMeaning,PitchAccent
これについて意見を聞かせてもらえますか？,Can you share your opinion on this?,意見,これについて意見【いけん】を聞【き】かせてもらえますか？,Communication - Opinion,polite,opinion,"<ruby class=""vocab"">意見<rt><span class=""pitch-h"">い</span><span class=""pitch-l"">け</span><span class=""pitch-l"">ん</span></rt></ruby>"
このアプローチについて何か考えはありますか？,Any thoughts on this approach?,考え,このアプローチについて何【なに】か考【かんが】えはありますか？,Communication - Opinion,polite,thought,"<ruby class=""vocab"">考え<rt><span class=""pitch-l"">か</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">が</span><span class=""pitch-l"">え</span></rt></ruby>"
私の知る限り、これは正しいです。,"AFAIK, this is correct.",私の知る限り,私【わたし】の知【し】る限【かぎ】り、これは正【ただ】しいです。,Communication - Opinion,polite,AFAIK,"<ruby class=""vocab"">私の知る限り<rt>わたしのしるかぎり</rt></ruby>"
私の意見では、待つべきです。,"IMO, we should wait.",私の意見では,私【わたし】の意見【いけん】では、待【ま】つべきです。,Communication - Opinion,polite,IMO,"<ruby class=""vocab"">私の意見では<rt>わたしのいけんでは</rt></ruby>"
長所と短所について話し合いましょう。,Let's discuss pros and cons.,長所と短所,長所【ちょうしょ】と短所【たんしょ】について話【はな】し合【あ】いましょう。,Communication - Analysis,polite,pros and cons,"<ruby class=""vocab"">長所と短所<rt>ちょうしょとたんしょ</rt></ruby>"
主な利点は速度です。,The main advantage is speed.,利点,主【おも】な利点【りてん】は速度【そくど】です。,Communication - Analysis,polite,advantage,"<ruby class=""vocab"">利点<rt><span class=""pitch-l"">り</span><span class=""pitch-h"">て</span><span class=""pitch-h"">ん</span></rt></ruby>"
欠点は複雑さです。,The disadvantage is complexity.,欠点,欠点【けってん】は複雑【ふくざつ】さです。,Communication - Analysis,polite,drawback,"<ruby class=""vocab"">欠点<rt><span class=""pitch-l"">け</span><span class=""pitch-h"">っ</span><span class=""pitch-h"">て</span><span class=""pitch-l"">ん</span></rt></ruby>"
メリットは明らかです。,The benefit is clear.,メリット,メリットは明【あき】らかです。,Communication - Analysis,polite,merit / advantage,"<ruby class=""vocab"">メリット<rt><span class=""pitch-h"">め</span><span class=""pitch-l"">り</span><span class=""pitch-l"">っ</span><span class=""pitch-l"">と</span></rt></ruby>"
簡単なまとめです。,Here's a quick summary.,まとめ,簡単【かんたん】なまとめです。,Communication - Summary,polite,summary,"<span class=""vocab""><span class=""pitch-l"">ま</span><span class=""pitch-h"">と</span><span class=""pitch-h"">め</span></span>"
話し合ったことを要約させてください。,Let me recap what we discussed.,要約,話【はな】し合【あ】ったことを要約【ようやく】させてください。,Communication - Summary,polite,summarize,"<ruby class=""vocab"">要約<rt><span class=""pitch-l"">よ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">や</span><span class=""pitch-h"">く</span></rt></ruby>"
要約すると、もっと時間が必要です。,TL;DR: we need more time.,要約,要約【ようやく】すると、もっと時間【じかん】が必要【ひつよう】です。,Communication - Summary,polite,summarize,"<ruby class=""vocab"">要約<rt><span class=""pitch-l"">よ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">や</span><span class=""pitch-h"">く</span></rt></ruby>"
今週連絡を取れますか？,Can we touch base this week?,連絡を取れますか,今週【こんしゅう】連絡【れんらく】を取【と】れますか？,Communication - Sync,polite,can you reach?,"<ruby class=""vocab"">連絡を取れますか<rt>れんらくをとれますか</rt></ruby>"
進捗を確認しています。,Just checking in on progress.,確認,進捗【しんちょく】を確認【かくにん】しています。,Communication - Sync,polite,confirm/check,"<ruby class=""vocab"">確認<rt><span class=""pitch-l"">か</span><span class=""pitch-h"">く</span><span class=""pitch-h"">に</span><span class=""pitch-h"">ん</span></rt></ruby>"
軽く同期を取るために通話しましょう。,Let's hop on a call to sync up.,同期,軽【かる】く同期【どうき】を取【と】るために通話【つうわ】しましょう。,Communication - Sync,polite,sync,"<ruby class=""vocab"">同期<rt><span class=""pitch-l"">ど</span><span class=""pitch-h"">う</span><span class=""pitch-h"">き</span></rt></ruby>"
参考までに、会議が移動しました。,"FYI, the meeting was moved.",参考までに,参考【さんこう】までに、会議【かいぎ】が移動【いどう】しました。,Communication - Fyi,polite,FYI,"<ruby class=""vocab"">参考までに<rt>さんこうまでに</rt></ruby>"
見逃した場合のために、録画はこちらです。,"ICYMI, here's the recording.",見逃した場合,見逃【みのが】した場合【ばあい】のために、録画【ろくが】はこちらです。,Communication - Fyi,polite,if you missed,"<ruby class=""vocab"">見逃した場合<rt>みのがしたばあい</rt></ruby>"
ちなみに、その修正は素晴らしい仕事でした。,"BTW, great work on that fix.",ちなみに,ちなみに、その修正【しゅうせい】は素晴【すば】らしい仕事【しごと】でした。,Communication - Fyi,polite,by the way,"<span class=""vocab"">ちなみに</span>"
このバグがリリースのブロッカーになっています。,This bug has become a blocker for the release.,ブロッカー,このバグがリリースのブロッカーになっています。,Agile - Blocker,polite,blocker,"<ruby class=""vocab"">ブロッカー<rt><span class=""pitch-l"">ぶ</span><span class=""pitch-h"">ろ</span><span class=""pitch-l"">っ</span><span class=""pitch-l"">か</span><span class=""pitch-l"">ー</span></rt></ruby>"
報告するブロッカーはありますか？,Any blockers to report?,ブロッカー,報告【ほうこく】するブロッカーはありますか？,Agile - Blocker,polite,blocker,"<ruby class=""vocab"">ブロッカー<rt><span class=""pitch-l"">ぶ</span><span class=""pitch-h"">ろ</span><span class=""pitch-l"">っ</span><span class=""pitch-l"">か</span><span class=""pitch-l"">ー</span></rt></ruby>"
優先度レベルは何ですか？,What's the priority level?,優先度,優先度【ゆうせんど】レベルは何【なん】ですか？,Agile - Priority,polite,priority,"<ruby class=""vocab"">優先度<rt>ゆうせんど</rt></ruby>"
これは緊急です。,This is urgent.,緊急,これは緊急【きんきゅう】です。,Agile - Priority,polite,urgent,"<ruby class=""vocab"">緊急<rt><span class=""pitch-l"">き</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">きゅ</span><span class=""pitch-h"">う</span></rt></ruby>"
これは重大なので、すぐに修正が必要です。,"This is serious, it needs an immediate fix.",重大,これは重大【じゅうだい】なので、すぐに修正【しゅうせい】が必要【ひつよう】です。,Agile - Priority,polite,serious,"<ruby class=""vocab"">重大<rt><span class=""pitch-l"">じゅ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">だ</span><span class=""pitch-h"">い</span></rt></ruby>"
それはあれば良いもので、必須ではありません。,"That's nice to have, not essential.",あれば良い,それはあれば良【よ】いもので、必須【ひっす】ではありません。,Agile - Priority,polite,nice to have,"<ruby class=""vocab"">あれば良い<rt>あればよい</rt></ruby>"
これは必須の機能です。,This is a must have feature.,必須,これは必須【ひっす】の機能【きのう】です。,Agile - Priority,polite,required,"<ruby class=""vocab"">必須<rt><span class=""pitch-l"">ひ</span><span class=""pitch-h"">っ</span><span class=""pitch-h"">す</span></rt></ruby>"
すみませんが、この点には異議があります。,"Sorry, but I disagree on this point.",異議,すみませんが、この点【てん】には異議【いぎ】があります。,Communication - Disagreement,polite,objection,"<ruby class=""vocab"">異議<rt><span class=""pitch-h"">い</span><span class=""pitch-l"">ぎ</span></rt></ruby>"
スケーラビリティに懸念があります。,I have a concern about scalability.,懸念,スケーラビリティに懸念【けねん】があります。,Communication - Concern,polite,concern,"<ruby class=""vocab"">懸念<rt><span class=""pitch-l"">け</span><span class=""pitch-h"">ね</span><span class=""pitch-h"">ん</span></rt></ruby>"
前回の話し合いについてフォローアップです。,Following up on our discussion.,フォローアップ,前回【ぜんかい】の話【はな】し合【あ】いについてフォローアップです。,Communication - Follow-Up,polite,follow up,"<span class=""vocab"">フォローアップ</span>"
明日また話しましょう。,Let's circle back tomorrow.,また話しましょう,明日【あした】また話【はな】しましょう。,Communication - Follow-Up,polite,let's circle back,"<ruby class=""vocab"">また話しましょう<rt>またはなしましょう</rt></ruby>"
