Sentence,Translation,Cloze,Pronunciation,Note,Register,KeyMeaning,PitchAccent
精度の話は数字で見たいです。,When it comes to accuracy I'd like to see numbers.,精度,精度【せいど】の話【はなし】は数字【すうじ】で見【み】たいです。,Self-Intro - Method,polite,accuracy,"<ruby class=""vocab"">精度<rt><span class=""pitch-h"">せ</span><span class=""pitch-l"">い</span><span class=""pitch-l"">ど</span></rt></ruby>"
まずは小さく検証したいです。,I'd like to validate it on a small scale first.,検証,まずは小【ちい】さく検証【けんしょう】したいです。,Self-Intro - Method,polite,validation,"<ruby class=""vocab"">検証<rt><span class=""pitch-l"">け</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">しょ</span><span class=""pitch-h"">う</span></rt></ruby>"
評価の基準を先に決めましょう。,Let's decide the evaluation criteria first.,評価,評価【ひょうか】の基準【きじゅん】を先【さき】に決【き】めましょう。,Self-Intro - Method,polite,evaluation,"<ruby class=""vocab"">評価<rt><span class=""pitch-h"">ひょ</span><span class=""pitch-l"">う</span><span class=""pitch-l"">か</span></rt></ruby>"
実行してから考える方が早いこともあります。,Sometimes it's faster to run it first and think after.,実行,実行【じっこう】してから考【かんが】える方【ほう】が早【はや】いこともあります。,Self-Intro - Method,polite,execution,"<ruby class=""vocab"">実行<rt><span class=""pitch-l"">じ</span><span class=""pitch-h"">っ</span><span class=""pitch-h"">こ</span><span class=""pitch-h"">う</span></rt></ruby>"
重い処理は後ろに回します。,I'll push the heavy processing to the back.,処理,重【おも】い処理【しょり】は後【うし】ろに回【まわ】します。,Self-Intro - Method,polite,processing,"<ruby class=""vocab"">処理<rt><span class=""pitch-h"">しょ</span><span class=""pitch-l"">り</span></rt></ruby>"
権限の設計は最初に決めたいです。,I want the permission design settled up front.,権限,権限【けんげん】の設計【せっけい】は最初【さいしょ】に決【き】めたいです。,Self-Intro - Method,polite,permissions,"<ruby class=""vocab"">権限<rt><span class=""pitch-l"">け</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">げ</span><span class=""pitch-l"">ん</span></rt></ruby>"
承認の流れを一度整理しませんか。,Shall we sort out the approval flow?,承認,承認【しょうにん】の流【なが】れを一【いち】度【ど】整理【せいり】しませんか。,Self-Intro - Method,polite,approval,"<ruby class=""vocab"">承認<rt><span class=""pitch-l"">しょ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">に</span><span class=""pitch-h"">ん</span></rt></ruby>"
音声を扱うのは初めてです。,This is my first time working with audio.,音声,音声【おんせい】を扱【あつか】うのは初【はじ】めてです。,Self-Intro - Domain,polite,"voice, audio","<ruby class=""vocab"">音声<rt><span class=""pitch-h"">お</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">せ</span><span class=""pitch-l"">い</span></rt></ruby>"
文字起こしの品質が鍵になります。,The quality of the transcription is the key.,文字起こし,文字【もじ】起【お】こしの品質【ひんしつ】が鍵【かぎ】になります。,Self-Intro - Domain,polite,transcription,"<ruby class=""vocab"">文字起こし<rt>もじおこし</rt></ruby>"
報告書づくりは自動化できると思います。,I think report writing can be automated.,報告書,報告【ほうこく】書【しょ】づくりは自動【じどう】化【か】できると思【おも】います。,Self-Intro - Domain,polite,report document,"<ruby class=""vocab"">報告書<rt>ほうこくしょ</rt></ruby>"
課題は早めに出したいです。,I want to surface problems early.,課題,課題【かだい】は早【はや】めに出【だ】したいです。,Self-Intro - Stance,polite,open problem,"<ruby class=""vocab"">課題<rt><span class=""pitch-l"">か</span><span class=""pitch-h"">だ</span><span class=""pitch-h"">い</span></rt></ruby>"
