Sentence,Translation,Cloze,Pronunciation,Note,Register,KeyMeaning,PitchAccent
新しい機能の開発を長くやっていました。,I worked on developing new features for a long time.,開発,新【あたら】しい機能【きのう】の開発【かいはつ】を長【なが】くやっていました。,Self-Intro - Background,polite,development,"<ruby class=""vocab"">開発<rt><span class=""pitch-l"">か</span><span class=""pitch-h"">い</span><span class=""pitch-h"">は</span><span class=""pitch-h"">つ</span></rt></ruby>"
設計から実装まで一人で進めていました。,I handled everything from design to implementation myself.,実装,設計【せっけい】から実装【じっそう】まで一人【ひとり】で進【すす】めていました。,Self-Intro - Background,polite,implementation,"<ruby class=""vocab"">実装<rt><span class=""pitch-l"">じ</span><span class=""pitch-h"">っ</span><span class=""pitch-h"">そ</span><span class=""pitch-h"">う</span></rt></ruby>"
データの設計を考えるのが好きです。,I enjoy thinking about data design.,設計,データの設計【せっけい】を考【かんが】えるのが好【す】きです。,Self-Intro - Background,polite,design,"<ruby class=""vocab"">設計<rt><span class=""pitch-l"">せ</span><span class=""pitch-h"">っ</span><span class=""pitch-h"">け</span><span class=""pitch-h"">い</span></rt></ruby>"
要件定義から関わることが多かったです。,I was often involved from the requirements stage.,要件定義,要件【ようけん】定義【ていぎ】から関【かか】わることが多【おお】かったです。,Self-Intro - Background,polite,requirements definition,"<ruby class=""vocab"">要件定義<rt>ようけんていぎ</rt></ruby>"
社内の基盤づくりに時間を使いました。,I spent my time building internal platforms.,基盤,社内【しゃない】の基盤【きばん】づくりに時間【じかん】を使【つか】いました。,Self-Intro - Background,polite,platform,"<ruby class=""vocab"">基盤<rt><span class=""pitch-l"">き</span><span class=""pitch-h"">ば</span><span class=""pitch-h"">ん</span></rt></ruby>"
作るだけでなく保守もやってきました。,I've done maintenance as well as building.,保守,作【つく】るだけでなく保守【ほしゅ】もやってきました。,Self-Intro - Background,polite,maintenance,"<ruby class=""vocab"">保守<rt><span class=""pitch-h"">ほ</span><span class=""pitch-l"">しゅ</span></rt></ruby>"
業務の改善を少しずつ進めてきました。,I've improved our operations step by step.,改善,業務【ぎょうむ】の改善【かいぜん】を少【すこ】しずつ進【すす】めてきました。,Self-Intro - Background,polite,improvement,"<ruby class=""vocab"">改善<rt><span class=""pitch-l"">か</span><span class=""pitch-h"">い</span><span class=""pitch-h"">ぜ</span><span class=""pitch-h"">ん</span></rt></ruby>"
手作業の効率化に取り組みました。,I worked on making manual tasks more efficient.,効率化,手【て】作業【さぎょう】の効率【こうりつ】化【か】に取【と】り組【く】みました。,Self-Intro - Background,polite,making more efficient,"<ruby class=""vocab"">効率化<rt>こうりつか</rt></ruby>"
毎月の集計を自動化しました。,I automated the monthly totalling.,自動化,毎月【まいつき】の集計【しゅうけい】を自動【じどう】化【か】しました。,Self-Intro - Background,polite,automation,"<ruby class=""vocab"">自動化<rt>じどうか</rt></ruby>"
業務の流れを整えるのが好きです。,I like getting the flow of work in order.,業務,業務【ぎょうむ】の流【なが】れを整【ととの】えるのが好【す】きです。,Self-Intro - Background,polite,business operations,"<ruby class=""vocab"">業務<rt><span class=""pitch-h"">ぎょ</span><span class=""pitch-l"">う</span><span class=""pitch-l"">む</span></rt></ruby>"
同じような経験が何度かあります。,I've been through something similar a few times.,経験,同【おな】じような経験【けいけん】が何【なん】度【ど】かあります。,Self-Intro - Background,polite,experience,"<ruby class=""vocab"">経験<rt><span class=""pitch-l"">け</span><span class=""pitch-h"">い</span><span class=""pitch-h"">け</span><span class=""pitch-h"">ん</span></rt></ruby>"
