Sentence,Translation,Cloze,Pronunciation,Note,Register,KeyMeaning,PitchAccent
建築指導のご担当者様におつなぎください。,Please connect me with the building guidance officer.,建築指導,建築指導【けんちくしどう】のご担当者様【たんとうしゃさま】におつなぎください。,市役所・応用 - the right desk,keigo,building guidance,"<ruby class=""vocab"">建築指導<rt>けんちくしどう</rt></ruby>"
当該地の用途地域をご教示ください。,Please advise the use district for the said land.,ご教示,当該地【とうがいち】の用途地域【ようとちいき】をご教示【きょうじ】ください。,市役所・応用 - formal request,keigo,to instruct / advise,"<ruby class=""vocab"">ご教示<rt>ごきょうじ</rt></ruby>"
土砂災害警戒区域に該当しますか。,Does it fall within a sediment disaster warning area?,土砂災害警戒区域,土砂災害警戒区域【どしゃさいがいけいかいくいき】に該当【がいとう】しますか。,市役所・応用 - yellow zone,polite,sediment disaster warning area,"<ruby class=""vocab"">土砂災害警戒区域<rt>どしゃさいがいけいかいくいき</rt></ruby>"
土砂災害特別警戒区域との違いは何ですか。,What's the difference from a special warning area?,特別警戒区域,土砂災害【どしゃさいがい】特別警戒区域【とくべつけいかいくいき】との違【ちが】いは何【なん】ですか。,市役所・応用 - red zone,polite,special warning area,"<ruby class=""vocab"">特別警戒区域<rt>とくべつけいかいくいき</rt></ruby>"
浸水想定区域の想定水深を教えてください。,Please tell me the projected flood depth.,浸水想定区域,浸水想定区域【しんすいそうていくいき】の想定水深【そうていすいしん】を教【おし】えてください。,市役所・応用 - flood depth,polite,projected inundation area,"<ruby class=""vocab"">浸水想定区域<rt>しんすいそうていくいき</rt></ruby>"
津波浸水想定に含まれますか。,Is it included in the tsunami inundation projection?,津波,津波【つなみ】浸水想定【しんすいそうてい】に含【ふく】まれますか。,市役所・応用 - tsunami,polite,tsunami,"<ruby class=""vocab"">津波<rt><span class=""pitch-l"">つ</span><span class=""pitch-h"">な</span><span class=""pitch-h"">み</span></rt></ruby>"
建築確認は不要という理解でよろしいでしょうか。,Am I right that building confirmation is not required?,不要,建築確認【けんちくかくにん】は不要【ふよう】という理解【りかい】でよろしいでしょうか。,市役所・応用 - confirm your reading,keigo,not required,"<ruby class=""vocab"">不要<rt><span class=""pitch-l"">ふ</span><span class=""pitch-h"">よ</span><span class=""pitch-h"">う</span></rt></ruby>"
公共下水道の区域内でしょうか。,Is it inside the public sewer service area?,公共下水道,公共下水道【こうきょうげすいどう】の区域内【くいきない】でしょうか。,市役所・応用 - sewer area,keigo,public sewerage,"<ruby class=""vocab"">公共下水道<rt>こうきょうげすいどう</rt></ruby>"
コンテナを利用した建築物の取扱いを教えてください。,Please explain how container-based buildings are treated.,取扱い,コンテナを利用【りよう】した建築物【けんちくぶつ】の取扱【とりあつか】いを教【おし】えてください。,市役所・応用 - container houses,polite,handling / treatment,"<ruby class=""vocab"">取扱い<rt><span class=""pitch-l"">と</span><span class=""pitch-h"">り</span><span class=""pitch-h"">あ</span><span class=""pitch-h"">つ</span><span class=""pitch-h"">か</span><span class=""pitch-h"">い</span></rt></ruby>"
工事着手前に申請する必要がありますか。,Must the application be filed before work starts?,工事着手,工事着手前【こうじちゃくしゅまえ】に申請【しんせい】する必要【ひつよう】がありますか。,市役所・応用 - grant timing,polite,commencement of works,"<span class=""vocab"">工事着手</span>"
過疎地域や辺地の指定に含まれますか。,Is it within a depopulated or remote area designation?,過疎地域,過疎地域【かそちいき】や辺地【へんち】の指定【してい】に含【ふく】まれますか。,市役所・応用 - grant eligibility,polite,depopulated area,"<ruby class=""vocab"">過疎地域<rt>かそちいき</rt></ruby>"
対象となる地域の一覧をいただけますか。,Could I have the list of eligible areas?,一覧,対象【たいしょう】となる地域【ちいき】の一覧【いちらん】をいただけますか。,市役所・応用 - get the list,keigo,list,"<ruby class=""vocab"">一覧<rt><span class=""pitch-l"">い</span><span class=""pitch-h"">ち</span><span class=""pitch-h"">ら</span><span class=""pitch-h"">ん</span></rt></ruby>"
独自の指導方針はございますか。,Do you have your own guidance policy?,指導方針,独自【どくじ】の指導方針【しどうほうしん】はございますか。,市役所・応用 - local rules,keigo,guidance policy,"<ruby class=""vocab"">指導方針<rt>しどうほうしん</rt></ruby>"
お名前と内線番号を伺えますでしょうか。,May I have your name and extension number?,内線番号,お名前【なまえ】と内線番号【ないせんばんごう】を伺【うかが】えますでしょうか。,市役所・応用 - paper trail,keigo,extension number,"<ruby class=""vocab"">内線番号<rt>ないせんばんごう</rt></ruby>"
後ほどメールで確認させていただきます。,I'll follow up by email afterwards.,後ほど,後【のち】ほどメールで確認【かくにん】させていただきます。,市役所・応用 - close the loop,keigo,later / afterwards,"<ruby class=""vocab"">後ほど<rt><span class=""pitch-l"">の</span><span class=""pitch-h"">ち</span><span class=""pitch-h"">ほ</span><span class=""pitch-h"">ど</span></rt></ruby>"
