Sentence,Translation,Cloze,Pronunciation,Note,Register,KeyMeaning,PitchAccent
両手仲介では業者が売主側にも付きます。,In dual agency the broker also acts for the seller.,両手仲介,両手仲介【りょうてちゅうかい】では業者【ぎょうしゃ】が売主側【うりぬしがわ】にも付【つ】きます。,落とし穴・応用 - whose side,written,dual agency,"<ruby class=""vocab"">両手仲介<rt>りょうてちゅうかい</rt></ruby>"
専任媒介では他社から購入できません。,Under an exclusive mandate you can't buy via another agency.,専任媒介,専任媒介【せんにんばいかい】では他社【たしゃ】から購入【こうにゅう】できません。,落とし穴・応用 - no shopping around,written,exclusive mandate,"<ruby class=""vocab"">専任媒介<rt>せんにんばいかい</rt></ruby>"
情報更新日が古い物件は要確認です。,Listings with an old update date need checking.,情報更新日,情報更新日【じょうほうこうしんび】が古【ふる】い物件【ぶっけん】は要確認【ようかくにん】です。,落とし穴・応用 - stale listings,written,information update date,"<ruby class=""vocab"">情報更新日<rt>じょうほうこうしんび</rt></ruby>"
写真の撮影日が数年前のこともあります。,The photos may have been taken years ago.,撮影日,写真【しゃしん】の撮影日【さつえいび】が数年前【すうねんまえ】のこともあります。,落とし穴・応用 - old photos,polite,date photographed,"<ruby class=""vocab"">撮影日<rt>さつえいび</rt></ruby>"
セットバックで敷地の一割を失うこともあります。,A setback can cost you a tenth of the plot.,一割,セットバックで敷地【しきち】の一割【いちわり】を失【うしな】うこともあります。,落とし穴・応用 - real example,polite,ten percent,"<ruby class=""vocab"">一割<rt>いちわり</rt></ruby>"
違反建築物と判断されると是正命令を受けます。,"If judged an illegal building, you get a correction order.",是正命令,違反建築物【いはんけんちくぶつ】と判断【はんだん】されると是正命令【ぜせいめいれい】を受【う】けます。,落とし穴・応用 - enforcement,written,correction order,"<ruby class=""vocab"">是正命令<rt>ぜせいめいれい</rt></ruby>"
未登記家屋は所有者変更届が必要です。,An unregistered house needs an owner change notification.,未登記家屋,未登記家屋【みとうきかおく】は所有者変更届【しょゆうしゃへんこうとどけ】が必要【ひつよう】です。,落とし穴・応用 - unregistered buildings,written,unregistered house,"<ruby class=""vocab"">未登記家屋<rt>みとうきかおく</rt></ruby>"
相続土地国庫帰属制度には負担金がかかります。,Surrendering inherited land to the state costs a deposit.,負担金,相続土地国庫帰属制度【そうぞくとちこっこきぞくせいど】には負担金【ふたんきん】がかかります。,落とし穴・応用 - last resort exit,written,contribution / deposit,"<ruby class=""vocab"">負担金<rt>ふたんきん</rt></ruby>"
入会権が残っている山林もあります。,Some forest land still carries common rights.,入会権,入会権【いりあいけん】が残【のこ】っている山林【さんりん】もあります。,落とし穴・応用 - forest land,written,common / customary rights,"<ruby class=""vocab"">入会権<rt>いりあいけん</rt></ruby>"
林地開発許可は一ヘクタール以上で必要です。,A forest development permit is needed above one hectare.,林地開発許可,林地開発許可【りんちかいはつきょか】は一【いち】ヘクタール以上【いじょう】で必要【ひつよう】です。,落とし穴・応用 - forest threshold,written,forest development permit,"<ruby class=""vocab"">林地開発許可<rt>りんちかいはつきょか</rt></ruby>"
森林所有者の届出は九十日以内です。,A new forest owner must notify within ninety days.,森林所有者,森林所有者【しんりんしょゆうしゃ】の届出【とどけで】は九十日以内【きゅうじゅうにちいない】です。,落とし穴・応用 - a duty you inherit,written,forest owner,"<ruby class=""vocab"">森林所有者<rt>しんりんしょゆうしゃ</rt></ruby>"
農作業に年間百五十日以上従事する必要があります。,You must farm at least 150 days a year.,従事,農作業【のうさぎょう】に年間【ねんかん】百五十日以上【ひゃくごじゅうにちいじょう】従事【じゅうじ】する必要【ひつよう】があります。,落とし穴・応用 - farmland test,written,to be engaged in,"<ruby class=""vocab"">従事<rt><span class=""pitch-h"">じゅ</span><span class=""pitch-l"">う</span><span class=""pitch-l"">じ</span></rt></ruby>"
資産保有目的の取得は許可されません。,Acquisition for asset-holding purposes is not permitted.,資産保有目的,資産保有目的【しさんほゆうもくてき】の取得【しゅとく】は許可【きょか】されません。,落とし穴・応用 - no speculation,written,asset-holding purpose,"<ruby class=""vocab"">資産保有目的<rt>しさんほゆうもくてき</rt></ruby>"
人口減少地域では資産価値が下がり続けます。,"In depopulating areas, asset values keep falling.",人口減少,人口減少地域【じんこうげんしょうちいき】では資産価値【しさんかち】が下【さ】がり続【つづ】けます。,落とし穴・応用 - the long view,written,population decline,"<span class=""vocab"">人口減少</span>"
契約を急がせる業者には注意してください。,Be wary of an agent who rushes you into a contract.,急がせる,契約【けいやく】を急【いそ】がせる業者【ぎょうしゃ】には注意【ちゅうい】してください。,落とし穴・応用 - pressure tactics,polite,to hurry someone,"<ruby class=""vocab"">急がせる<rt>いそがせる</rt></ruby>"
