Sentence,Translation,Cloze,Pronunciation,Note,Register,KeyMeaning,PitchAccent
建築住宅課の担当の方をお願いします。,Could I speak with someone in the building and housing division?,建築住宅課,建築住宅課【けんちくじゅうたくか】の担当【たんとう】の方【かた】をお願【ねが】いします。,市役所・基礎 - who to ask for,keigo,building and housing division,"<ruby class=""vocab"">建築住宅課<rt>けんちくじゅうたくか</rt></ruby>"
土地の購入を検討しております。,I am considering purchasing some land.,検討,土地【とち】の購入【こうにゅう】を検討【けんとう】しております。,市役所・基礎 - state your purpose,keigo,consideration,"<ruby class=""vocab"">検討<rt><span class=""pitch-l"">け</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">と</span><span class=""pitch-h"">う</span></rt></ruby>"
いくつかお伺いしたいことがございます。,There are a few things I'd like to ask.,お伺い,いくつかお伺【うかが】いしたいことがございます。,市役所・基礎 - polite opener,keigo,to ask (humble),"<ruby class=""vocab"">お伺い<rt>おうかがい</rt></ruby>"
都市計画課はどちらでしょうか。,Where is the urban planning division?,都市計画課,都市計画課【としけいかくか】はどちらでしょうか。,市役所・基礎 - find the desk,keigo,urban planning division,"<ruby class=""vocab"">都市計画課<rt>としけいかくか</rt></ruby>"
窓口で相談することはできますか。,Can I consult in person at the counter?,窓口,窓口【まどぐち】で相談【そうだん】することはできますか。,市役所・基礎 - in-person visit,polite,service counter,"<ruby class=""vocab"">窓口<rt><span class=""pitch-l"">ま</span><span class=""pitch-h"">ど</span><span class=""pitch-l"">ぐ</span><span class=""pitch-l"">ち</span></rt></ruby>"
ハザードマップを見せていただけますか。,Could you show me the hazard map?,ハザードマップ,ハザードマップを見【み】せていただけますか。,市役所・基礎 - hazards,keigo,hazard map,"<span class=""vocab"">ハザードマップ</span>"
都市計画図を確認したいのですが。,I'd like to check the urban planning map.,都市計画図,都市計画図【としけいかくず】を確認【かくにん】したいのですが。,市役所・基礎 - zoning map,polite,urban planning map,"<ruby class=""vocab"">都市計画図<rt>としけいかくず</rt></ruby>"
上下水道の整備状況を教えてください。,Please tell me the status of water and sewer provision.,整備状況,上下水道【じょうげすいどう】の整備状況【せいびじょうきょう】を教【おし】えてください。,市役所・基礎 - infrastructure,polite,state of provision,"<ruby class=""vocab"">整備状況<rt>せいびじょうきょう</rt></ruby>"
移住の補助金について伺いたいです。,I'd like to ask about relocation subsidies.,補助金,移住【いじゅう】の補助金【ほじょきん】について伺【うかが】いたいです。,市役所・基礎 - free money,keigo,subsidy / grant,"<ruby class=""vocab"">補助金<rt>ほじょきん</rt></ruby>"
空き家バンクに登録されていますか。,Is it registered with the vacant house bank?,空き家バンク,空【あ】き家【や】バンクに登録【とうろく】されていますか。,市役所・基礎 - akiya bank,polite,vacant house bank,"<ruby class=""vocab"">空き家バンク<rt>あきやばんく</rt></ruby>"
昨年、市外から転入しました。,I moved in from outside the city last year.,転入,昨年【さくねん】、市外【しがい】から転入【てんにゅう】しました。,市役所・基礎 - eligibility,polite,moving in / transferring residence,"<ruby class=""vocab"">転入<rt><span class=""pitch-l"">て</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">にゅ</span><span class=""pitch-h"">う</span></rt></ruby>"
申請の期限はいつまででしょうか。,What is the application deadline?,期限,申請【しんせい】の期限【きげん】はいつまででしょうか。,市役所・基礎 - deadlines,keigo,deadline,"<ruby class=""vocab"">期限<rt><span class=""pitch-h"">き</span><span class=""pitch-l"">げ</span><span class=""pitch-l"">ん</span></rt></ruby>"
必要な書類を教えていただけますか。,Could you tell me which documents are needed?,書類,必要【ひつよう】な書類【しょるい】を教【おし】えていただけますか。,市役所・基礎 - paperwork,keigo,documents,"<ruby class=""vocab"">書類<rt><span class=""pitch-l"">しょ</span><span class=""pitch-h"">る</span><span class=""pitch-h"">い</span></rt></ruby>"
担当の部署が違う場合はご案内いただけますか。,"If it's another department, could you direct me?",部署,担当【たんとう】の部署【ぶしょ】が違【ちが】う場合【ばあい】はご案内【あんない】いただけますか。,市役所・基礎 - getting redirected,keigo,department,"<ruby class=""vocab"">部署<rt><span class=""pitch-h"">ぶ</span><span class=""pitch-l"">しょ</span></rt></ruby>"
メールでご回答いただくことは可能ですか。,Would it be possible to answer by email?,回答,メールでご回答【かいとう】いただくことは可能【かのう】ですか。,市役所・基礎 - get it in writing,keigo,reply / answer,"<ruby class=""vocab"">回答<rt><span class=""pitch-l"">か</span><span class=""pitch-h"">い</span><span class=""pitch-h"">と</span><span class=""pitch-h"">う</span></rt></ruby>"
