Sentence,Translation,Cloze,Pronunciation,Note,Register,KeyMeaning,PitchAccent
市街化調整区域に入っていますか。,Is it inside an urbanization control area?,市街化調整区域,市街化調整区域【しがいかちょうせいくいき】に入【はい】っていますか。,電話・応用 - the killer question,polite,urbanization control area,"<ruby class=""vocab"">市街化調整区域<rt>しがいかちょうせいくいき</rt></ruby>"
地目は宅地でしょうか。,Is the land category residential land?,地目,地目【ちもく】は宅地【たくち】でしょうか。,電話・応用 - land category,polite,land category,"<ruby class=""vocab"">地目<rt><span class=""pitch-h"">ち</span><span class=""pitch-l"">も</span><span class=""pitch-l"">く</span></rt></ruby>"
建築条件は付いていますか。,Are construction conditions attached?,建築条件,建築条件【けんちくじょうけん】は付【つ】いていますか。,電話・応用 - builder tie-in,polite,construction conditions,"<ruby class=""vocab"">建築条件<rt>けんちくじょうけん</rt></ruby>"
専用住宅は建てられますか。,Can a private house be built there?,専用住宅,専用住宅【せんようじゅうたく】は建【た】てられますか。,電話・応用 - buildability,polite,private residence,"<ruby class=""vocab"">専用住宅<rt>せんようじゅうたく</rt></ruby>"
再建築は可能ですか。,Is rebuilding permitted?,再建築,再建築【さいけんちく】は可能【かのう】ですか。,電話・応用 - rebuild right,polite,rebuilding,"<ruby class=""vocab"">再建築<rt>さいけんちく</rt></ruby>"
前面道路は建築基準法上の道路ですか。,Is the front road a road recognised under the Building Standards Act?,前面道路,前面道路【ぜんめんどうろ】は建築基準法上【けんちくきじゅんほうじょう】の道路【どうろ】ですか。,電話・応用 - legal road,polite,the road the plot fronts,"<ruby class=""vocab"">前面道路<rt>ぜんめんどうろ</rt></ruby>"
セットバックは必要ですか。,Is a setback required?,セットバック,セットバックは必要【ひつよう】ですか。,電話・応用 - setback,polite,setback,"<span class=""vocab"">セットバック</span>"
上水道と電気は来ていますか。,Are mains water and electricity connected?,上水道,上水道【じょうすいどう】と電気【でんき】は来【き】ていますか。,電話・応用 - utilities,polite,mains water,"<ruby class=""vocab"">上水道<rt>じょうすいどう</rt></ruby>"
下水道は整備されていますか。,Is the area served by public sewer?,下水道,下水道【げすいどう】は整備【せいび】されていますか。,電話・応用 - sewer,polite,sewerage,"<ruby class=""vocab"">下水道<rt>げすいどう</rt></ruby>"
仲介手数料はおいくらになりますか。,How much will the brokerage commission be?,仲介手数料,仲介手数料【ちゅうかいてすうりょう】はおいくらになりますか。,電話・応用 - the agent's fee,keigo,brokerage commission,"<ruby class=""vocab"">仲介手数料<rt>ちゅうかいてすうりょう</rt></ruby>"
表示価格のほかに必要な費用はありますか。,Are there costs beyond the listed price?,表示価格,表示価格【ひょうじかかく】のほかに必要【ひつよう】な費用【ひよう】はありますか。,電話・応用 - hidden costs,polite,listed price,"<ruby class=""vocab"">表示価格<rt>ひょうじかかく</rt></ruby>"
購入時に必要な総額はいくらですか。,What's the total needed at purchase?,総額,購入時【こうにゅうじ】に必要【ひつよう】な総額【そうがく】はいくらですか。,電話・応用 - all-in figure,polite,total amount,"<ruby class=""vocab"">総額<rt><span class=""pitch-l"">そ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">が</span><span class=""pitch-h"">く</span></rt></ruby>"
取引態様は専任媒介ですか。,Is the mandate type an exclusive listing?,取引態様,取引態様【とりひきたいよう】は専任媒介【せんにんばいかい】ですか。,電話・応用 - mandate type,polite,transaction type,"<ruby class=""vocab"">取引態様<rt>とりひきたいよう</rt></ruby>"
値下げの交渉は可能でしょうか。,Is there room to negotiate the price down?,交渉,値下【ねさ】げの交渉【こうしょう】は可能【かのう】でしょうか。,電話・応用 - negotiate,keigo,negotiation,"<ruby class=""vocab"">交渉<rt><span class=""pitch-l"">こ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">しょ</span><span class=""pitch-h"">う</span></rt></ruby>"
なぜこの土地は長く売れ残っているのでしょうか。,Why has this land stayed unsold for so long?,売れ残って,なぜこの土地【とち】は長【なが】く売【う】れ残【のこ】っているのでしょうか。,電話・応用 - ask it directly,keigo,to remain unsold,"<ruby class=""vocab"">売れ残って<rt>うれのこって</rt></ruby>"
