Sentence,Translation,Cloze,Pronunciation,Note,Register,KeyMeaning,PitchAccent
レスポンスを5分間キャッシュしてください。,Cache the response for 5 minutes.,キャッシュ,レスポンスを5分間【ふんかん】キャッシュしてください。,Performance - Caching,polite,cache,"<ruby class=""vocab"">キャッシュ<rt><span class=""pitch-h"">きゃ</span><span class=""pitch-l"">っ</span><span class=""pitch-l"">しゅ</span></rt></ruby>"
高いキャッシュヒット率は良いことです。,High cache hit rate is good.,キャッシュヒット,高【たか】いキャッシュヒット率【りつ】は良【よ】いことです。,Performance - Caching,polite,cache hit,"<span class=""vocab"">キャッシュヒット</span>"
キャッシュミス時はDBからフェッチしてください。,On cache miss fetch from DB.,キャッシュミス,キャッシュミス時【じ】はDBからフェッチしてください。,Performance - Caching,polite,cache miss,"<span class=""vocab"">キャッシュミス</span>"
更新時にキャッシュを無効化してください。,Invalidate the cache on update.,無効化,更新【こうしん】時【じ】にキャッシュを無効化【むこうか】してください。,Performance - Caching,polite,disable,"<ruby class=""vocab"">無効化<rt>むこうか</rt></ruby>"
TTLを1時間に設定してください。,Set TTL to 1 hour.,TTL,TTLを1時間【じかん】に設定【せってい】してください。,Performance - Caching,polite,TTL,"<span class=""vocab"">TTL</span>"
キャッシュされたデータの有効期限が切れました。,The cached data expired.,有効期限,キャッシュされたデータの有効【ゆうこう】期限【きげん】が切【き】れました。,Performance - Caching,polite,expiration,"<ruby class=""vocab"">有効期限<rt>ゆうこうきげん</rt></ruby>"
キャッシュから古いエントリを削除してください。,Evict old entries from cache.,削除,キャッシュから古【ふる】いエントリを削除【さくじょ】してください。,Performance - Caching,polite,delete,"<ruby class=""vocab"">削除<rt><span class=""pitch-h"">さ</span><span class=""pitch-l"">く</span><span class=""pitch-l"">じょ</span></rt></ruby>"
キャッシュにはRedisを使ってください。,Use Redis for caching.,Redis,キャッシュにはRedisを使【つか】ってください。,Database - Redis,polite,Redis,"<span class=""vocab"">Redis</span>"
MemcachedはRedisよりシンプルです。,Memcached is simpler than Redis.,Memcached,MemcachedはRedisよりシンプルです。,Database - Memcached,polite,Memcached,"<span class=""vocab"">Memcached</span>"
静的ファイルはCDNから配信してください。,Serve static files from CDN.,CDN,静的【せいてき】ファイルはCDNから配信【はいしん】してください。,Infrastructure - Cdn,polite,CDN,"<span class=""vocab"">CDN</span>"
速度のためにエッジでキャッシュしてください。,Cache at the edge for speed.,エッジ,速度【そくど】のためにエッジでキャッシュしてください。,Infrastructure - Edge,polite,edge,"<ruby class=""vocab"">エッジ<rt><span class=""pitch-h"">え</span><span class=""pitch-l"">っ</span><span class=""pitch-l"">じ</span></rt></ruby>"
ローンチ前にキャッシュをウォームアップしてください。,Warm up the cache before launch.,ウォームアップ,ローンチ前【まえ】にキャッシュをウォームアップしてください。,Performance - Caching,polite,warm up,"<span class=""vocab"">ウォームアップ</span>"
コールドキャッシュは最初の読み込みを遅くします。,Cold cache causes slow first load.,コールド,コールドキャッシュは最初【さいしょ】の読【よ】み込【こ】みを遅【おそ】くします。,Performance - Caching,polite,cold,"<ruby class=""vocab"">コールド<rt><span class=""pitch-h"">こ</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">る</span><span class=""pitch-l"">ど</span></rt></ruby>"
ストレージが不足しています。,We're running low on storage.,ストレージ,ストレージが不足【ふそく】しています。,Infrastructure - Storage,polite,storage,"<ruby class=""vocab"">ストレージ<rt><span class=""pitch-l"">す</span><span class=""pitch-h"">と</span><span class=""pitch-h"">れ</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">じ</span></rt></ruby>"
画像はBlobとして保存してください。,Store images as blobs.,Blob,画像【がぞう】はBlobとして保存【ほぞん】してください。,Infrastructure - Storage,polite,Blob (binary),"<span class=""vocab"">Blob</span>"
オブジェクトストレージにはS3を使ってください。,Use S3 for object storage.,オブジェクトストレージ,オブジェクトストレージにはS3を使【つか】ってください。,Infrastructure - Storage,polite,object storage,"<span class=""vocab"">オブジェクトストレージ</span>"
ローカルファイルシステムに書き込んでください。,Write to the local file system.,ファイルシステム,ローカルファイルシステムに書【か】き込【こ】んでください。,Infrastructure - Storage,polite,file system,"<span class=""vocab"">ファイルシステム</span>"
データには永続ストレージを使ってください。,Use persistent storage for data.,永続,データには永続【えいぞく】ストレージを使【つか】ってください。,Infrastructure - Storage,polite,persistent,"<ruby class=""vocab"">永続<rt><span class=""pitch-l"">え</span><span class=""pitch-h"">い</span><span class=""pitch-h"">ぞ</span><span class=""pitch-h"">く</span></rt></ruby>"
コンテナストレージは一時的です。,Container storage is ephemeral.,一時的,コンテナストレージは一時的【いちじてき】です。,Infrastructure - Storage,polite,temporary,"<ruby class=""vocab"">一時的<rt>いちじてき</rt></ruby>"
EBSはブロックストレージを提供します。,EBS provides block storage.,ブロックストレージ,EBSはブロックストレージを提供【ていきょう】します。,Infrastructure - Storage,polite,block storage,"<span class=""vocab"">ブロックストレージ</span>"
パフォーマンス向上のためにIOPSを増やしてください。,Increase IOPS for better performance.,IOPS,パフォーマンス向上【こうじょう】のためにIOPSを増【ふ】やしてください。,Performance - Iops,polite,IOPS,"<span class=""vocab"">IOPS</span>"
ストレージスループットが制限されています。,Storage throughput is limited.,スループット,ストレージスループットが制限【せいげん】されています。,Performance - Throughput,polite,throughput,"<ruby class=""vocab"">スループット<rt><span class=""pitch-l"">す</span><span class=""pitch-h"">る</span><span class=""pitch-h"">ー</span><span class=""pitch-h"">ぷ</span><span class=""pitch-l"">っ</span><span class=""pitch-l"">と</span></rt></ruby>"
クロスリージョンレプリケーションを有効にしてください。,Enable cross-region replication.,レプリケーション,クロスリージョンレプリケーションを有効【ゆうこう】にしてください。,Database - Replication,polite,replication,"<ruby class=""vocab"">レプリケーション<rt><span class=""pitch-l"">れ</span><span class=""pitch-h"">ぷ</span><span class=""pitch-h"">り</span><span class=""pitch-h"">け</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">しょ</span><span class=""pitch-l"">ん</span></rt></ruby>"
