Sentence,Translation,Cloze,Pronunciation,Note,Register,KeyMeaning,PitchAccent
AIエージェントがコードを自動生成する時代になりました。,We've entered an era where AI agents auto-generate code.,自動生成,AIエージェントがコードを自動生成【じどうせいせい】する時代【じだい】になりました。,AI - Generation,polite,auto-generate,"<ruby class=""vocab"">自動生成<rt>じどうせいせい</rt></ruby>"
このモデルの推論精度を評価してください。,Please evaluate the inference accuracy of this model.,推論,このモデルの推論【すいろん】精度【せいど】を評価【ひょうか】してください。,AI - Inference,polite,inference/reasoning,"<ruby class=""vocab"">推論<rt><span class=""pitch-l"">す</span><span class=""pitch-h"">い</span><span class=""pitch-h"">ろ</span><span class=""pitch-h"">ん</span></rt></ruby>"
プロンプトを改善してエージェントの出力を安定させましょう。,Let's improve the prompt to stabilize the agent's output.,プロンプト,プロンプトを改善【かいぜん】してエージェントの出力【しゅつりょく】を安定【あんてい】させましょう。,AI - Prompt,polite,prompt,"<ruby class=""vocab"">プロンプト<rt><span class=""pitch-l"">ぷ</span><span class=""pitch-h"">ろ</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">ぷ</span><span class=""pitch-l"">と</span></rt></ruby>"
コンテキストの長さがモデルの上限を超えています。,The context length exceeds the model's upper limit.,コンテキスト,コンテキストの長【なが】さがモデルの上限【じょうげん】を超【こ】えています。,AI - Context,polite,context,"<ruby class=""vocab"">コンテキスト<rt><span class=""pitch-h"">こ</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">て</span><span class=""pitch-l"">き</span><span class=""pitch-l"">す</span><span class=""pitch-l"">と</span></rt></ruby>"
トークン消費量を削減する方法を検討しています。,We are considering ways to reduce token consumption.,トークン,トークン消費量【しょうひりょう】を削減【さくげん】する方法【ほうほう】を検討【けんとう】しています。,AI - Token,polite,token,"<ruby class=""vocab"">トークン<rt><span class=""pitch-h"">と</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">く</span><span class=""pitch-l"">ん</span></rt></ruby>"
ハルシネーションを防ぐためにファクトチェックが必要です。,Fact-checking is needed to prevent hallucination.,ハルシネーション,ハルシネーションを防【ふせ】ぐためにファクトチェックが必要【ひつよう】です。,AI - Hallucination,polite,hallucination,"<span class=""vocab"">ハルシネーション</span>"
モデルの訓練データにバイアスがないか確認してください。,Please check if there is bias in the model's training data.,訓練,モデルの訓練【くんれん】データにバイアスがないか確認【かくにん】してください。,AI - Training,polite,training,"<ruby class=""vocab"">訓練<rt><span class=""pitch-h"">く</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">れ</span><span class=""pitch-l"">ん</span></rt></ruby>"
リンターからのフィードバックでエージェントが自己修正します。,The agent self-corrects based on feedback from the linter.,フィードバック,リンターからのフィードバックでエージェントが自己修正【じこしゅうせい】します。,AI - Feedback,polite,feedback,"<ruby class=""vocab"">フィードバック<rt><span class=""pitch-l"">ふぃ</span><span class=""pitch-h"">ー</span><span class=""pitch-h"">ど</span><span class=""pitch-h"">ば</span><span class=""pitch-l"">っ</span><span class=""pitch-l"">く</span></rt></ruby>"
人間の介入なしでエージェントを自律的に稼働させたいです。,I want to run the agent autonomously without human intervention.,自律,人間【にんげん】の介入【かいにゅう】なしでエージェントを自律的【じりつてき】に稼働【かどう】させたいです。,AI - Autonomy,polite,autonomous,"<ruby class=""vocab"">自律<rt><span class=""pitch-l"">じ</span><span class=""pitch-h"">り</span><span class=""pitch-h"">つ</span></rt></ruby>"
エージェントの出力が不安定なのでハーネスを改善しましょう。,The agent's output is unstable so let's improve the harness.,ハーネス,エージェントの出力【しゅつりょく】が不安定【ふあんてい】なのでハーネスを改善【かいぜん】しましょう。,AI - Harness,polite,harness,"<ruby class=""vocab"">ハーネス<rt><span class=""pitch-h"">は</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">ね</span><span class=""pitch-l"">す</span></rt></ruby>"
独立したタスクはエージェントで並列に実行しましょう。,Let's run independent tasks in parallel with agents.,並列,独立【どくりつ】したタスクはエージェントで並列【へいれつ】に実行【じっこう】しましょう。,AI - Parallel,polite,parallel,"<ruby class=""vocab"">並列<rt><span class=""pitch-l"">へ</span><span class=""pitch-h"">い</span><span class=""pitch-h"">れ</span><span class=""pitch-h"">つ</span></rt></ruby>"
生成AIの回答を鵜呑みにせずレビューしてください。,Don't take the generative AI's answer at face value; review it.,生成AI,生成【せいせい】AIの回答【かいとう】を鵜呑【うの】みにせずレビューしてください。,AI - Review,polite,generative AI,"<ruby class=""vocab"">生成AI<rt>せいせいAI</rt></ruby>"
ベンチマーク結果を比較してどのモデルを採用するか決めましょう。,Let's compare benchmark results and decide which model to adopt.,ベンチマーク,ベンチマーク結果【けっか】を比較【ひかく】してどのモデルを採用【さいよう】するか決【き】めましょう。,AI - Evaluation,polite,benchmark,"<span class=""vocab"">ベンチマーク</span>"
機械学習パイプラインのテストを自動化する必要があります。,We need to automate testing for the machine learning pipeline.,機械学習,機械学習【きかいがくしゅう】パイプラインのテストを自動化【じどうか】する必要【ひつよう】があります。,AI - ML,polite,machine learning,"<ruby class=""vocab"">機械学習<rt>きかいがくしゅう</rt></ruby>"
エージェントが設定を勝手に変更しないようにガードレールを入れましょう。,Let's add guardrails so the agent doesn't change settings on its own.,ガードレール,エージェントが設定【せってい】を勝手【かって】に変更【へんこう】しないようにガードレールを入【い】れましょう。,AI - Safety,polite,guardrail,"<ruby class=""vocab"">ガードレール<rt><span class=""pitch-l"">が</span><span class=""pitch-h"">ー</span><span class=""pitch-h"">ど</span><span class=""pitch-h"">れ</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">る</span></rt></ruby>"
ファイル編集後にリンターを実行するフックを設定してください。,Please set up a hook to run the linter after file edits.,フック,ファイル編集【へんしゅう】後【ご】にリンターを実行【じっこう】するフックを設定【せってい】してください。,AI - Hook,polite,hook,"<ruby class=""vocab"">フック<rt><span class=""pitch-h"">ふ</span><span class=""pitch-l"">っ</span><span class=""pitch-l"">く</span></rt></ruby>"
エージェントはリンターのエラーをもとに自己修正します。,The agent self-corrects based on linter errors.,自己修正,エージェントはリンターのエラーをもとに自己修正【じこしゅうせい】します。,AI - Self-Correction,polite,self-correct,"<ruby class=""vocab"">自己修正<rt>じこしゅうせい</rt></ruby>"
AIが出力したコードがスロップだったので書き直しました。,"The code output by the AI was slop, so I rewrote it.",スロップ,AIが出力【しゅつりょく】したコードがスロップだったので書【か】き直【なお】しました。,AI - Slop,polite,slop,"<ruby class=""vocab"">スロップ<rt><span class=""pitch-l"">す</span><span class=""pitch-h"">ろ</span><span class=""pitch-l"">っ</span><span class=""pitch-l"">ぷ</span></rt></ruby>"
バイブコーディングではなくテストを書いて品質を担保しましょう。,Let's write tests to ensure quality instead of vibe coding.,バイブコーディング,バイブコーディングではなくテストを書【か】いて品質【ひんしつ】を担保【たんぽ】しましょう。,AI - Vibe Coding,polite,vibe coding,"<span class=""vocab"">バイブコーディング</span>"
ドキュメントは腐りやすいですがテストは嘘をつけません。,"Documentation is prone to decay, but tests cannot lie.",腐る,ドキュメントは腐【くさ】りやすいですがテストは嘘【うそ】をつけません。,AI - Decay,polite,rot / decay,"<ruby class=""vocab"">腐る<rt><span class=""pitch-l"">く</span><span class=""pitch-h"">さ</span><span class=""pitch-l"">る</span></rt></ruby>"
エージェントはリポジトリ内を走査して既存のパターンを複製します。,The agent scans the repository and replicates existing patterns.,走査,エージェントはリポジトリ内【ない】を走査【そうさ】して既存【きそん】のパターンを複製【ふくせい】します。,AI - Scan,polite,scan,"<ruby class=""vocab"">走査<rt><span class=""pitch-h"">そ</span><span class=""pitch-l"">う</span><span class=""pitch-l"">さ</span></rt></ruby>"
ファインチューニングで業務に特化したモデルを作成できます。,Fine-tuning allows us to create a model specialized for our business tasks.,ファインチューニング,ファインチューニングで業務【ぎょうむ】に特化【とっか】したモデルを作成【さくせい】できます。,AI - Fine-tuning,polite,fine-tuning,"<span class=""vocab"">ファインチューニング</span>"
テキストを埋め込みベクトルに変換して類似度を計算します。,We convert text to embedding vectors and calculate similarity.,埋め込み,テキストを埋【う】め込【こ】みベクトルに変換【へんかん】して類似度【るいじど】を計算【けいさん】します。,AI - Embedding,polite,embedding,"<ruby class=""vocab"">埋め込み<rt><span class=""pitch-l"">う</span><span class=""pitch-h"">め</span><span class=""pitch-h"">こ</span><span class=""pitch-l"">み</span></rt></ruby>"
ベクトルデータベースに社内文書を格納してRAGを構築しましょう。,Let's store internal documents in a vector database and build RAG.,ベクトル,ベクトルデータベースに社内文書【しゃないぶんしょ】を格納【かくのう】してRAGを構築【こうちく】しましょう。,AI - Vector,polite,vector,"<ruby class=""vocab"">ベクトル<rt><span class=""pitch-h"">べ</span><span class=""pitch-l"">く</span><span class=""pitch-l"">と</span><span class=""pitch-l"">る</span></rt></ruby>"
RAGを使えば社内ドキュメントを参照して正確な回答を生成できます。,"Using RAG, we can reference internal documents and generate accurate answers.",RAG,RAGを使【つか】えば社内【しゃない】ドキュメントを参照【さんしょう】して正確【せいかく】な回答【かいとう】を生成【せいせい】できます。,AI - RAG,polite,retrieval-augmented generation,"<span class=""vocab"">RAG</span>"
システムプロンプトでエージェントの役割と制約を定義してください。,Please define the agent's role and constraints in the system prompt.,システムプロンプト,システムプロンプトでエージェントの役割【やくわり】と制約【せいやく】を定義【ていぎ】してください。,AI - System Prompt,polite,system prompt,"<span class=""vocab"">システムプロンプト</span>"
フューショットの例を3件追加したら出力品質が大幅に改善しました。,Adding three few-shot examples significantly improved the output quality.,フューショット,フューショットの例【れい】を3件【けん】追加【ついか】したら出力品質【しゅつりょくひんしつ】が大幅【おおはば】に改善【かいぜん】しました。,AI - Few-shot,polite,few-shot,"<span class=""vocab"">フューショット</span>"
APIから構造化出力でJSONを返すように設定してください。,Please configure the API to return JSON as structured output.,構造化出力,APIから構造化出力【こうぞうかしゅつりょく】でJSONを返【かえ】すように設定【せってい】してください。,AI - Structured Output,polite,structured output,"<ruby class=""vocab"">構造化出力<rt>こうぞうかしゅつりょく</rt></ruby>"
エージェントはツール呼び出しで外部システムにアクセスできます。,The agent can access external systems through tool calling.,ツール呼び出し,エージェントはツール呼【よ】び出【だ】しで外部【がいぶ】システムにアクセスできます。,AI - Tool Calling,polite,tool calling,"<ruby class=""vocab"">ツール呼び出し<rt>つーるよびだし</rt></ruby>"
