Sentence,Translation,Cloze,Pronunciation,Note,Register,KeyMeaning,PitchAccent
打刻を忘れました。,I forgot to clock in.,打刻,打刻【だこく】を忘【わす】れました。,Hr - Attendance,polite,clock in/out,"<ruby class=""vocab"">打刻<rt><span class=""pitch-l"">だ</span><span class=""pitch-h"">こ</span><span class=""pitch-h"">く</span></rt></ruby>"
月末までに勤怠を入力してください。,Enter your attendance record by month-end.,勤怠,月末【げつまつ】までに勤怠【きんたい】を入力【にゅうりょく】してください。,Hr - Attendance,polite,attendance (record),"<ruby class=""vocab"">勤怠<rt><span class=""pitch-l"">き</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">た</span><span class=""pitch-h"">い</span></rt></ruby>"
土曜出勤の振替休日を取得します。,I'll take a substitute day off for working Saturday.,振替休日,土曜【どよう】出勤【しゅっきん】の振替【ふりかえ】休日【きゅうじつ】を取得【しゅとく】します。,Hr - Leave,polite,substitute day off,"<ruby class=""vocab"">振替休日<rt>ふりかえきゅうじつ</rt></ruby>"
残業申請を出しておいてください。,Make sure to submit your overtime request.,残業申請,残業【ざんぎょう】申請【しんせい】を出【だ】しておいてください。,Hr - Overtime,polite,overtime request,"<ruby class=""vocab"">残業申請<rt>ざんぎょうしんせい</rt></ruby>"
今月は残業が20時間を超えそうです。,My overtime will probably exceed 20 hours this month.,残業,今月【こんげつ】は残業【ざんぎょう】が20時間【じかん】を超【こ】えそうです。,Hr - Overtime,polite,overtime,"<ruby class=""vocab"">残業<rt><span class=""pitch-l"">ざ</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">ぎょ</span><span class=""pitch-h"">う</span></rt></ruby>"
直行直帰します。,I'll go straight there and head home after.,直行直帰,直行【ちょっこう】直帰【ちょっき】します。,Hr - Attendance,polite,go directly (skip office),"<ruby class=""vocab"">直行直帰<rt>ちょっこうちょっき</rt></ruby>"
電車遅延で30分ほど遅れます。,"Train delay, I'll be about 30 minutes late.",電車遅延,電車【でんしゃ】遅延【ちえん】で30分【ぷん】ほど遅【おく】れます。,Hr - Attendance,polite,train delay,"<ruby class=""vocab"">電車遅延<rt>でんしゃちえん</rt></ruby>"
体調不良のため本日お休みをいただきます。,I'm taking today off due to poor health.,体調不良,体調【たいちょう】不良【ふりょう】のため本日【ほんじつ】お休【やす】みをいただきます。,Hr - Leave,keigo,poor health,"<ruby class=""vocab"">体調不良<rt>たいちょうふりょう</rt></ruby>"
育休から復帰しました。,I'm back from parental leave.,育休,育休【いくきゅう】から復帰【ふっき】しました。,Hr - Leave,polite,parental leave,"<ruby class=""vocab"">育休<rt><span class=""pitch-l"">い</span><span class=""pitch-h"">く</span><span class=""pitch-h"">きゅ</span><span class=""pitch-h"">う</span></rt></ruby>"
来月から時短勤務になります。,I'm switching to reduced hours next month.,時短勤務,来月【らいげつ】から時短【じたん】勤務【きんむ】になります。,Hr - Attendance,polite,reduced working hours,"<ruby class=""vocab"">時短勤務<rt>じたんきんむ</rt></ruby>"
経費精算は今月中にお願いします。,Please settle expenses within the month.,経費精算,経費【けいひ】精算【せいさん】は今月中【こんげつちゅう】にお願【ねが】いします。,Office - Expenses,polite,expense settlement,"<ruby class=""vocab"">経費精算<rt>けいひせいさん</rt></ruby>"
領収書を添付してください。,Attach the receipt.,領収書,領収書【りょうしゅうしょ】を添付【てんぷ】してください。,Office - Expenses,polite,receipt,"<ruby class=""vocab"">領収書<rt>りょうしゅうしょ</rt></ruby>"
立て替えた分を申請しました。,I filed for what I paid out of pocket.,立て替え,立【た】て替【か】えた分【ぶん】を申請【しんせい】しました。,Office - Expenses,polite,pay out of pocket,"<ruby class=""vocab"">立て替え<rt><span class=""pitch-l"">た</span><span class=""pitch-h"">て</span><span class=""pitch-h"">か</span><span class=""pitch-h"">え</span></rt></ruby>"
書籍代は経費で落ちますか。,Can books go on expenses?,経費,書籍代【しょせきだい】は経費【けいひ】で落【お】ちますか。,Office - Expenses,polite,expenses,"<ruby class=""vocab"">経費<rt><span class=""pitch-h"">け</span><span class=""pitch-l"">い</span><span class=""pitch-l"">ひ</span></rt></ruby>"
新しいモニターを備品申請しました。,I requested a new monitor as equipment.,備品,新【あたら】しいモニターを備品【びひん】申請【しんせい】しました。,Office - Equipment,polite,equipment / supplies,"<ruby class=""vocab"">備品<rt><span class=""pitch-l"">び</span><span class=""pitch-h"">ひ</span><span class=""pitch-h"">ん</span></rt></ruby>"
出張の旅費を精算してください。,Settle your business-trip travel costs.,出張,出張【しゅっちょう】の旅費【りょひ】を精算【せいさん】してください。,Office - Travel,polite,business trip,"<ruby class=""vocab"">出張<rt><span class=""pitch-l"">しゅ</span><span class=""pitch-h"">っ</span><span class=""pitch-h"">ちょ</span><span class=""pitch-h"">う</span></rt></ruby>"
今期の目標設定をお願いします。,Set your goals for this term.,目標設定,今期【こんき】の目標【もくひょう】設定【せってい】をお願【ねが】いします。,Career - Goals,polite,goal setting,"<ruby class=""vocab"">目標設定<rt>もくひょうせってい</rt></ruby>"
自己評価を金曜までに記入してください。,Fill in your self-review by Friday.,自己評価,自己【じこ】評価【ひょうか】を金曜【きんよう】までに記入【きにゅう】してください。,Career - Review,polite,self-evaluation,"<ruby class=""vocab"">自己評価<rt>じこひょうか</rt></ruby>"
評価面談は来週の火曜です。,My performance review meeting is next Tuesday.,評価面談,評価【ひょうか】面談【めんだん】は来週【らいしゅう】の火曜【かよう】です。,Career - Review,polite,evaluation interview,"<ruby class=""vocab"">評価面談<rt>ひょうかめんだん</rt></ruby>"
上期の成果をまとめています。,I'm summarizing my first-half results.,上期,上期【かみき】の成果【せいか】をまとめています。,Career - Review,polite,first half (fiscal year),"<ruby class=""vocab"">上期<rt><span class=""pitch-l"">か</span><span class=""pitch-h"">み</span><span class=""pitch-l"">き</span></rt></ruby>"
