Sentence,Translation,Cloze,Pronunciation,Note,Register,KeyMeaning,PitchAccent
すみません、1点いいですか。,"Sorry, may I add one thing?",1点いいですか,すみません、1点【いってん】いいですか。,Meeting - Interrupt,polite,may I add one point,"<ruby class=""vocab"">1点いいですか<rt>1いってんいいですか</rt></ruby>"
お先にどうぞ。,Go ahead.,どうぞ,お先【さき】にどうぞ。,Meeting - Interrupt,polite,go ahead,"<span class=""vocab""><span class=""pitch-h"">ど</span><span class=""pitch-l"">う</span><span class=""pitch-l"">ぞ</span></span>"
途中ですみません。,Sorry to interrupt.,途中,途中【とちゅう】ですみません。,Meeting - Interrupt,polite,midway,"<ruby class=""vocab"">途中<rt><span class=""pitch-l"">と</span><span class=""pitch-h"">ちゅ</span><span class=""pitch-h"">う</span></rt></ruby>"
もう一度お願いできますか。,Could you say that again?,もう一度,もう一度【いちど】お願【ねが】いできますか。,Meeting - Clarify,polite,once more,"<ruby class=""vocab"">もう一度<rt>いちど</rt></ruby>"
最後の部分が聞き取れませんでした。,I didn't catch the last part.,聞き取れません,最後【さいご】の部分【ぶぶん】が聞【き】き取【と】れませんでした。,Meeting - Clarify,polite,couldn't catch,"<ruby class=""vocab"">聞き取れません<rt>ききとれません</rt></ruby>"
もう少しゆっくりお願いします。,"A bit slower, please.",ゆっくり,もう少【すこ】しゆっくりお願【ねが】いします。,Meeting - Clarify,polite,slowly,"<span class=""vocab""><span class=""pitch-l"">ゆ</span><span class=""pitch-h"">っ</span><span class=""pitch-h"">く</span><span class=""pitch-l"">り</span></span>"
つまり、こういうことですか。,"So, is this what you mean?",つまり,つまり、こういうことですか。,Meeting - Confirm,polite,in other words,"<span class=""vocab""><span class=""pitch-h"">つ</span><span class=""pitch-l"">ま</span><span class=""pitch-l"">り</span></span>"
認識合ってますか。,Are we on the same page?,合ってます,認識【にんしき】合【あ】ってますか。,Meeting - Confirm,polite,matches / aligned,"<ruby class=""vocab"">合ってます<rt>あってます</rt></ruby>"
念のため確認させてください。,"Let me double-check, just in case.",念のため,念【ねん】のため確認【かくにん】させてください。,Meeting - Confirm,polite,just in case,"<ruby class=""vocab"">念のため<rt>ねんのため</rt></ruby>"
田中さんはどう思いますか。,"What do you think, Tanaka-san?",どう思いますか,田中【たなか】さんはどう思【おも】いますか。,Meeting - Facilitate,polite,what do you think,"<ruby class=""vocab"">どう思いますか<rt>どうおもいますか</rt></ruby>"
順番に聞いていきましょう。,Let's go around one by one.,順番,順番【じゅんばん】に聞【き】いていきましょう。,Meeting - Facilitate,polite,order / turn,"<ruby class=""vocab"">順番<rt><span class=""pitch-l"">じゅ</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">ば</span><span class=""pitch-h"">ん</span></rt></ruby>"
時間が押しているので次に進みます。,"We're running over, moving on.",押している,時間【じかん】が押【お】しているので次【つぎ】に進【すす】みます。,Meeting - Facilitate,polite,running over (time),"<ruby class=""vocab"">押している<rt>おしている</rt></ruby>"
この件は持ち帰らせてください。,Let me take this one back.,持ち帰らせて,この件【けん】は持【も】ち帰【かえ】らせてください。,Meeting - Defer,polite,let me take it back,"<ruby class=""vocab"">持ち帰らせて<rt>もちかえらせて</rt></ruby>"
別途相談させてください。,Let's discuss this separately.,別途,別途【べっと】相談【そうだん】させてください。,Meeting - Defer,polite,separately,"<ruby class=""vocab"">別途<rt><span class=""pitch-l"">べ</span><span class=""pitch-h"">っ</span><span class=""pitch-h"">と</span></rt></ruby>"
それは別件で話しましょう。,That's a separate topic.,別件,それは別件【べっけん】で話【はな】しましょう。,Meeting - Defer,polite,separate matter,"<ruby class=""vocab"">別件<rt><span class=""pitch-l"">べ</span><span class=""pitch-h"">っ</span><span class=""pitch-h"">け</span><span class=""pitch-h"">ん</span></rt></ruby>"
後ほど共有します。,I'll share it afterwards.,後ほど,後【のち】ほど共有【きょうゆう】します。,Meeting - Follow-Up,polite,later (formal),"<ruby class=""vocab"">後ほど<rt><span class=""pitch-l"">の</span><span class=""pitch-h"">ち</span><span class=""pitch-h"">ほ</span><span class=""pitch-h"">ど</span></rt></ruby>"
宿題にさせてください。,Let me take that as homework.,宿題,宿題【しゅくだい】にさせてください。,Meeting - Defer,polite,homework (action item),"<ruby class=""vocab"">宿題<rt><span class=""pitch-l"">しゅ</span><span class=""pitch-h"">く</span><span class=""pitch-h"">だ</span><span class=""pitch-h"">い</span></rt></ruby>"
補足すると、設定にも依存します。,"To add to that, it also depends on config.",補足すると,補足【ほそく】すると、設定【せってい】にも依存【いぞん】します。,Meeting - Add,polite,to supplement,"<ruby class=""vocab"">補足すると<rt>ほそくすると</rt></ruby>"
横から失礼します。,Sorry to jump in.,横から,横【よこ】から失礼【しつれい】します。,Meeting - Interrupt,polite,jumping in from the side,"<ruby class=""vocab"">横から<rt>よこから</rt></ruby>"
ざっくり言うと、移行は半分終わっています。,"Roughly speaking, the migration is half done.",ざっくり,ざっくり言【い】うと、移行【いこう】は半分【はんぶん】終【お】わっています。,Meeting - Explain,polite,roughly,"<span class=""vocab""><span class=""pitch-l"">ざ</span><span class=""pitch-h"">っ</span><span class=""pitch-h"">く</span><span class=""pitch-l"">り</span></span>"
