Sentence,Translation,Cloze,Pronunciation,Note,Register,KeyMeaning,PitchAccent
機能は完了しレビュー準備ができました。,The feature is done and ready for review.,完了,機能【きのう】は完了【かんりょう】しレビュー準備【じゅんび】ができました。,Workflow - Completion,polite,completed,"<ruby class=""vocab"">完了<rt><span class=""pitch-l"">か</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">りょ</span><span class=""pitch-h"">う</span></rt></ruby>"
今ログインのバグに取り組んでいます。,I'm working on the login bug right now.,取り組んで,今【いま】ログインのバグに取【と】り組【く】んでいます。,Workflow - Progress,polite,working on,"<ruby class=""vocab"">取り組んで<rt>とりくんで</rt></ruby>"
APIチームにブロックされています。,I'm blocked by the API team.,ブロック,APIチームにブロックされています。,Workflow - Blocking,polite,blocked,"<ruby class=""vocab"">ブロック<rt><span class=""pitch-l"">ぶ</span><span class=""pitch-h"">ろ</span><span class=""pitch-l"">っ</span><span class=""pitch-l"">く</span></rt></ruby>"
チケットのステータスを更新してもらえますか？,Can you update the ticket status?,更新,チケットのステータスを更新【こうしん】してもらえますか？,Workflow - Status,polite,update,"<ruby class=""vocab"">更新<rt><span class=""pitch-l"">こ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">し</span><span class=""pitch-h"">ん</span></rt></ruby>"
支払いフローに問題を見つけました。,We found an issue with the payment flow.,問題,支払【しはら】いフローに問題【もんだい】を見【み】つけました。,Debug - Issue,polite,problem/issue,"<ruby class=""vocab"">問題<rt><span class=""pitch-l"">も</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">だ</span><span class=""pitch-h"">い</span></rt></ruby>"
昼食前にこのバグを修正します。,I'll fix this bug before lunch.,修正,昼食【ちゅうしょく】前【まえ】にこのバグを修正【しゅうせい】します。,Debug - Fix,polite,fix,"<ruby class=""vocab"">修正<rt><span class=""pitch-l"">しゅ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">せ</span><span class=""pitch-h"">い</span></rt></ruby>"
モバイルで動くか確認してもらえますか？,Can you check if this works on mobile?,確認,モバイルで動【うご】くか確認【かくにん】してもらえますか？,Workflow - Verification,polite,confirm/check,"<ruby class=""vocab"">確認<rt><span class=""pitch-l"">か</span><span class=""pitch-h"">く</span><span class=""pitch-h"">に</span><span class=""pitch-h"">ん</span></rt></ruby>"
PRはレビュー準備ができています。,The PR is ready for review.,準備,PRはレビュー準備【じゅんび】ができています。,Workflow - Completion,polite,preparation,"<ruby class=""vocab"">準備<rt><span class=""pitch-h"">じゅ</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">び</span></rt></ruby>"
ステージングデータベースへのアクセスが必要です。,I need access to the staging database.,必要,ステージングデータベースへのアクセスが必要【ひつよう】です。,Workflow - Requirement,polite,necessary/need,"<ruby class=""vocab"">必要<rt><span class=""pitch-l"">ひ</span><span class=""pitch-h"">つ</span><span class=""pitch-h"">よ</span><span class=""pitch-h"">う</span></rt></ruby>"
このコードを理解するのを手伝ってもらえますか？,Could you help me understand this code?,手伝って,このコードを理解【りかい】するのを手伝【てつだ】ってもらえますか？,Communication - Help,polite,help,"<ruby class=""vocab"">手伝って<rt>てつだって</rt></ruby>"
簡単な質問です。設定ファイルはどこですか？,Quick question - where is the config file?,質問,簡単【かんたん】な質問【しつもん】です。設定【せってい】ファイルはどこですか？,Communication - Question,polite,question,"<ruby class=""vocab"">質問<rt><span class=""pitch-l"">し</span><span class=""pitch-h"">つ</span><span class=""pitch-h"">も</span><span class=""pitch-h"">ん</span></rt></ruby>"
素早いレビューありがとうございます！,Thanks for the quick review!,ありがとう,素早【すばや】いレビューありがとうございます！,Communication - Gratitude,keigo,thank you,"<span class=""vocab""><span class=""pitch-l"">あ</span><span class=""pitch-h"">り</span><span class=""pitch-l"">が</span><span class=""pitch-l"">と</span><span class=""pitch-l"">う</span></span>"
いいですね、そうしましょう。,"Sounds good, let's do that.",いいですね,いいですね、そうしましょう。,Communication - Agreement,polite,sounds good,"<span class=""vocab"">いいですね</span>"
なるほど、説明ありがとうございます。,"That makes sense, thanks for explaining.",なるほど,なるほど、説明【せつめい】ありがとうございます。,Communication - Acknowledgment,keigo,I see,"<span class=""vocab""><span class=""pitch-l"">な</span><span class=""pitch-h"">る</span><span class=""pitch-h"">ほ</span><span class=""pitch-h"">ど</span></span>"
了解、今から始めます。,"Got it, I'll start on that now.",了解,了解【りょうかい】、今【いま】から始【はじ】めます。,Communication - Acknowledgment,polite,understood,"<ruby class=""vocab"">了解<rt><span class=""pitch-l"">りょ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">か</span><span class=""pitch-h"">い</span></rt></ruby>"
もちろん、手伝いますよ。,"Sure, I can help with that.",もちろん,もちろん、手伝【てつだ】いますよ。,Communication - Agreement,polite,of course,"<span class=""vocab""><span class=""pitch-l"">も</span><span class=""pitch-h"">ち</span><span class=""pitch-l"">ろ</span><span class=""pitch-l"">ん</span></span>"
すみません、会議に出られませんでした。,"Sorry, I missed the meeting.",すみません,すみません、会議【かいぎ】に出【で】られませんでした。,Communication - Apology,polite,sorry/excuse me,"<span class=""vocab"">すみません</span>"
実はもっと良い方法があると思います。,"Actually, I think there's a better way.",実は,実【じつ】はもっと良【よ】い方法【ほうほう】があると思【おも】います。,Communication - Clarification,polite,actually,"<ruby class=""vocab"">実は<rt>じつは</rt></ruby>"
おそらく2日かかるでしょう。,This will probably take two days.,おそらく,おそらく二日【ふつか】かかるでしょう。,Communication - Uncertainty,polite,probably,"<span class=""vocab""><span class=""pitch-l"">お</span><span class=""pitch-h"">そ</span><span class=""pitch-l"">ら</span><span class=""pitch-l"">く</span></span>"
チームリードに聞いた方がいいかもしれません。,Maybe we should ask the team lead.,かもしれません,チームリードに聞【き】いた方【ほう】がいいかもしれません。,Communication - Uncertainty,polite,might/maybe,"<span class=""vocab"">かもしれません</span>"
ここには確実にもっとテストが必要です。,We definitely need more tests here.,確実に,ここには確実【かくじつ】にもっとテストが必要【ひつよう】です。,Communication - Agreement,polite,definitely,"<ruby class=""vocab"">確実に<rt>かくじつに</rt></ruby>"
基本的に、APIからデータを取得します。,"Basically, it fetches data from the API.",基本的に,基本的【きほんてき】に、APIからデータを取得【しゅとく】します。,Other - Fundamentally,polite,basically,"<ruby class=""vocab"">基本的に<rt>きほんてきに</rt></ruby>"
現在認証の問題をデバッグしています。,I'm currently debugging the auth issue.,現在,現在【げんざい】認証【にんしょう】の問題【もんだい】をデバッグしています。,Time - Present,polite,currently,"<ruby class=""vocab"">現在<rt><span class=""pitch-h"">げ</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">ざ</span><span class=""pitch-l"">い</span></rt></ruby>"
ビルドはまだ実行中です。,The build is still running.,まだ,ビルドはまだ実行中【じっこうちゅう】です。,Time - Duration,polite,still/not yet,"<span class=""vocab""><span class=""pitch-h"">ま</span><span class=""pitch-l"">だ</span></span>"
すでに変更をプッシュしました。,I already pushed the changes.,すでに,すでに変更【へんこう】をプッシュしました。,Time - Past,polite,already,"<span class=""vocab""><span class=""pitch-h"">す</span><span class=""pitch-l"">で</span><span class=""pitch-l"">に</span></span>"
テストはまだ終わっていません。,The tests haven't finished yet.,終わって,テストはまだ終【お】わっていません。,Workflow - Completion,polite,finished,"<ruby class=""vocab"">終わって<rt>おわって</rt></ruby>"
すぐにこれを終わらせます。,I'll have this done soon.,すぐに,すぐにこれを終【お】わらせます。,Time - Future,polite,immediately/soon,"<span class=""vocab"">すぐに</span>"
後でこれについて話せますか？,Can we discuss this later?,後で,後【あと】でこれについて話【はな】せますか？,Time - Future,polite,later,"<ruby class=""vocab"">後で<rt>あとで</rt></ruby>"
今すぐこれをデプロイする必要があります。,We need to deploy this now.,今すぐ,今【いま】すぐこれをデプロイする必要【ひつよう】があります。,Time - Present,polite,right now,"<ruby class=""vocab"">今すぐ<rt>いますぐ</rt></ruby>"
今日中にできますか？,Can this be done today?,今日中,今日中【きょうじゅう】にできますか？,Time - Deadline,polite,by today,"<ruby class=""vocab"">今日中<rt>きょうじゅう</rt></ruby>"
テスト後にこれらの変更をコミットします。,I'll commit these changes after testing.,コミット,テスト後【ご】にこれらの変更【へんこう】をコミットします。,Git - Commit,polite,commit,"<ruby class=""vocab"">コミット<rt><span class=""pitch-l"">こ</span><span class=""pitch-h"">み</span><span class=""pitch-l"">っ</span><span class=""pitch-l"">と</span></rt></ruby>"
ブランチをプッシュするのを忘れないでください。,Don't forget to push your branch.,プッシュ,ブランチをプッシュするのを忘【わす】れないでください。,Git - Remote,polite,push,"<ruby class=""vocab"">プッシュ<rt><span class=""pitch-h"">ぷ</span><span class=""pitch-l"">っ</span><span class=""pitch-l"">しゅ</span></rt></ruby>"
始める前に最新の変更をプルした方がいいです。,It'd be better to pull the latest changes before starting.,プル,始【はじ】める前【まえ】に最新【さいしん】の変更【へんこう】をプルした方【ほう】がいいです。,Git - Remote,polite,pull,"<ruby class=""vocab"">プル<rt><span class=""pitch-h"">ぷ</span><span class=""pitch-l"">る</span></rt></ruby>"
これをmainにマージしてもらえますか？,Can you merge this into main?,マージ,これをmainにマージしてもらえますか？,Git - Merge,polite,merge,"<ruby class=""vocab"">マージ<rt><span class=""pitch-h"">ま</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">じ</span></rt></ruby>"
この機能用に新しいブランチを作成してもらえますか？,Can you create a new branch for this feature?,ブランチ,この機能【きのう】用【よう】に新【あたら】しいブランチを作成【さくせい】してもらえますか？,Git - Branch,polite,branch,"<ruby class=""vocab"">ブランチ<rt><span class=""pitch-l"">ぶ</span><span class=""pitch-h"">ら</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">ち</span></rt></ruby>"
バグ修正のPRを開きました。,I opened a PR for the bug fix.,PR,バグ修正【しゅうせい】のPRを開【ひら】きました。,Git - Collaboration,polite,PR,"<span class=""vocab"">PR</span>"
時間があるときにPRをレビューしてもらえますか？,Can you review my PR when you have time?,レビュー,時間【じかん】があるときにPRをレビューしてもらえますか？,Git - Collaboration,polite,review,"<ruby class=""vocab"">レビュー<rt><span class=""pitch-h"">れ</span><span class=""pitch-l"">びゅ</span><span class=""pitch-l"">ー</span></rt></ruby>"
1点だけ直してもらえれば承認します。,I'll approve once you fix one small thing.,承認,1点【いってん】だけ直【なお】してもらえれば承認【しょうにん】します。,Communication - Approval,polite,approve,"<ruby class=""vocab"">承認<rt><span class=""pitch-l"">しょ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">に</span><span class=""pitch-h"">ん</span></rt></ruby>"
解決が必要なマージコンフリクトがあります。,I have a merge conflict I need to resolve.,コンフリクト,解決【かいけつ】が必要【ひつよう】なマージコンフリクトがあります。,Git - Conflict,polite,conflict,"<ruby class=""vocab"">コンフリクト<rt><span class=""pitch-l"">こ</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">ふ</span><span class=""pitch-h"">り</span><span class=""pitch-l"">く</span><span class=""pitch-l"">と</span></rt></ruby>"
コンフリクトを解決しました。再レビューお願いします。,"I resolved the conflicts, please re-review.",解決,コンフリクトを解決【かいけつ】しました。再【さい】レビューお願【ねが】いします。,Other - Resolve,polite,solve,"<ruby class=""vocab"">解決<rt><span class=""pitch-l"">か</span><span class=""pitch-h"">い</span><span class=""pitch-h"">け</span><span class=""pitch-h"">つ</span></rt></ruby>"
マージ前にmainにリベースすべきです。,You should rebase on main before merging.,リベース,マージ前【まえ】にmainにリベースすべきです。,Git - Rebase,polite,rebase,"<span class=""vocab"">リベース</span>"
テストするためにフィーチャーブランチをチェックアウトしてもらえますか？,Can you checkout the feature branch to test it?,チェックアウト,テストするためにフィーチャーブランチをチェックアウトしてもらえますか？,Git - Branch,polite,checkout,"<ruby class=""vocab"">チェックアウト<rt><span class=""pitch-l"">ちぇ</span><span class=""pitch-h"">っ</span><span class=""pitch-h"">く</span><span class=""pitch-h"">あ</span><span class=""pitch-l"">う</span><span class=""pitch-l"">と</span></rt></ruby>"
まず変更をスタッシュさせてください。,Let me stash my changes first.,スタッシュ,まず変更【へんこう】をスタッシュさせてください。,Git - Stash,polite,stash,"<span class=""vocab"">スタッシュ</span>"
差分は小さく、20行だけです。,"The diff is small, just 20 lines.",差分,差分【さぶん】は小【ちい】さく、20行【ぎょう】だけです。,Git - Diff,polite,diff,"<ruby class=""vocab"">差分<rt><span class=""pitch-l"">さ</span><span class=""pitch-h"">ぶ</span><span class=""pitch-h"">ん</span></rt></ruby>"
これは直接mainに入れるべきです。,This should go directly to main.,直接,これは直接【ちょくせつ】mainに入【い】れるべきです。,Workflow - Direct,polite,directly,"<ruby class=""vocab"">直接<rt><span class=""pitch-l"">ちょ</span><span class=""pitch-h"">く</span><span class=""pitch-h"">せ</span><span class=""pitch-h"">つ</span></rt></ruby>"
準備ができたらoriginにプッシュしてください。,Push to origin when you're ready.,準備ができたら,準備【じゅんび】ができたらoriginにプッシュしてください。,Workflow - Status,polite,when ready,"<ruby class=""vocab"">準備ができたら<rt>じゅんびができたら</rt></ruby>"
リポジトリをクローンしてnpm installを実行してください。,Clone the repo and run npm install.,クローン,リポジトリをクローンしてnpm installを実行【じっこう】してください。,Git - Clone,polite,clone,"<ruby class=""vocab"">クローン<rt><span class=""pitch-l"">く</span><span class=""pitch-h"">ろ</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">ん</span></rt></ruby>"
