Sentence,Translation,Cloze,Pronunciation,Note,Register,KeyMeaning,PitchAccent
本日のアジェンダはこちらです。,Here's today's agenda.,アジェンダ,本日【ほんじつ】のアジェンダはこちらです。,Presentation - Agenda,polite,agenda,"<ruby class=""vocab"">アジェンダ<rt><span class=""pitch-l"">あ</span><span class=""pitch-h"">じぇ</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">だ</span></rt></ruby>"
概要をご説明します。,Let me give you an overview.,概要,概要【がいよう】をご説明【せつめい】します。,Presentation - Overview,polite,overview,"<ruby class=""vocab"">概要<rt><span class=""pitch-l"">が</span><span class=""pitch-h"">い</span><span class=""pitch-h"">よ</span><span class=""pitch-h"">う</span></rt></ruby>"
トピックの簡単な導入です。,Quick introduction to the topic.,導入,トピックの簡単【かんたん】な導入【どうにゅう】です。,Presentation - Introduction,polite,introduce,"<ruby class=""vocab"">導入<rt><span class=""pitch-l"">ど</span><span class=""pitch-h"">う</span><span class=""pitch-h"">にゅ</span><span class=""pitch-h"">う</span></rt></ruby>"
まず背景についてお話します。,"First, some background.",背景,まず背景【はいけい】についてお話【はな】します。,Presentation - Background,polite,background,"<ruby class=""vocab"">背景<rt><span class=""pitch-l"">は</span><span class=""pitch-h"">い</span><span class=""pitch-h"">け</span><span class=""pitch-h"">い</span></rt></ruby>"
文脈をお伝えすると...,To give you some context...,文脈,文脈【ぶんみゃく】をお伝【つた】えすると...,Presentation - Context,polite,context,"<ruby class=""vocab"">文脈<rt><span class=""pitch-l"">ぶ</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">みゃ</span><span class=""pitch-h"">く</span></rt></ruby>"
本日の目的は...です。,Our objective today is...,目的,本日【ほんじつ】の目的【もくてき】は...です。,Presentation - Objective,polite,purpose,"<ruby class=""vocab"">目的<rt><span class=""pitch-l"">も</span><span class=""pitch-h"">く</span><span class=""pitch-h"">て</span><span class=""pitch-h"">き</span></rt></ruby>"
このプロジェクトの目標は...です。,The goal of this project is...,目標,このプロジェクトの目標【もくひょう】は...です。,Presentation - Goal,polite,goal,"<ruby class=""vocab"">目標<rt><span class=""pitch-l"">も</span><span class=""pitch-h"">く</span><span class=""pitch-h"">ひょ</span><span class=""pitch-h"">う</span></rt></ruby>"
範囲には...が含まれます。,The scope includes...,範囲,範囲【はんい】には...が含【ふく】まれます。,Presentation - Scope,polite,scope,"<ruby class=""vocab"">範囲<rt><span class=""pitch-h"">は</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">い</span></rt></ruby>"
こちらがタイムラインです。,Here's the timeline.,タイムライン,こちらがタイムラインです。,Presentation - Timeline,polite,timeline,"<span class=""vocab"">タイムライン</span>"
このマイルストーンを達成しました。,We hit this milestone.,マイルストーン,このマイルストーンを達成【たっせい】しました。,Presentation - Milestone,polite,milestone,"<span class=""vocab"">マイルストーン</span>"
ここまでの進捗をご報告します。,Here's our progress so far.,進捗,ここまでの進捗【しんちょく】をご報告【ほうこく】します。,Presentation - Progress,polite,progress,"<ruby class=""vocab"">進捗<rt><span class=""pitch-l"">し</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">ちょ</span><span class=""pitch-h"">く</span></rt></ruby>"
