Sentence,Translation,Cloze,Pronunciation,Note,Register,KeyMeaning,PitchAccent
お世話になっております。,Thank you for your continued support. (email opener),お世話になっております,お世話【せわ】になっております。,Email - Opener,keigo,standard email opener,"<ruby class=""vocab"">お世話になっております<rt>おせわになっております</rt></ruby>"
株式会社サンプルの田中です。,This is Tanaka from Sample Inc.,株式会社,株式会社【かぶしきがいしゃ】サンプルの田中【たなか】です。,Email - Opener,keigo,corporation (K.K.),"<ruby class=""vocab"">株式会社<rt>かぶしきがいしゃ</rt></ruby>"
標記の件についてご連絡いたします。,I'm writing regarding the subject matter.,標記の件,標記【ひょうき】の件【けん】についてご連絡【れんらく】いたします。,Email - Opener,keigo,the subject (of this email),"<ruby class=""vocab"">標記の件<rt>ひょうきのけん</rt></ruby>"
仕様書を添付いたしますのでご確認ください。,Attached is the spec; please review.,添付,仕様書【しようしょ】を添付【てんぷ】いたしますのでご確認【かくにん】ください。,Email - Attachment,keigo,attach,"<ruby class=""vocab"">添付<rt><span class=""pitch-l"">て</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">ぷ</span></rt></ruby>"
ご査収のほどよろしくお願いいたします。,Please review the attached materials.,ご査収,ご査収【さしゅう】のほどよろしくお願【ねが】いいたします。,Email - Closer,keigo,review and accept (formal),"<ruby class=""vocab"">ご査収<rt>ごさしゅう</rt></ruby>"
ご確認のほどよろしくお願いいたします。,I'd appreciate your confirmation.,のほど,ご確認【かくにん】のほどよろしくお願【ねが】いいたします。,Email - Closer,keigo,(request softener),"<span class=""vocab"">のほど</span>"
返信が遅くなり申し訳ございません。,Apologies for the late reply.,返信が遅くなり,返信【へんしん】が遅【おそ】くなり申【もう】し訳【わけ】ございません。,Email - Apology,keigo,late reply,"<ruby class=""vocab"">返信が遅くなり<rt>へんしんがおそくなり</rt></ruby>"
度々のご連絡失礼いたします。,Sorry to message you repeatedly.,度々,度々【たびたび】のご連絡【れんらく】失礼【しつれい】いたします。,Email - Apology,keigo,repeatedly,"<ruby class=""vocab"">度々<rt><span class=""pitch-l"">た</span><span class=""pitch-h"">び</span><span class=""pitch-h"">た</span><span class=""pitch-h"">び</span></rt></ruby>"
その後、いかがでしょうか。,Any update on this since? (gentle nudge),いかがでしょうか,その後【ご】、いかがでしょうか。,Email - Follow-Up,keigo,how is it? (polite nudge),"<span class=""vocab"">いかがでしょうか</span>"
ご多忙のところ恐れ入りますが、ご確認いただけますと幸いです。,Sorry to trouble you when busy; I'd appreciate your review.,恐れ入りますが,ご多忙【たぼう】のところ恐【おそ】れ入【い】りますが、ご確認【かくにん】いただけますと幸【さいわ】いです。,Email - Request,keigo,"sorry to trouble you, but","<ruby class=""vocab"">恐れ入りますが<rt>おそれいりますが</rt></ruby>"
お手数をおかけしますが、再送をお願いできますでしょうか。,Sorry for the trouble; could you resend it?,お手数,お手数【てすう】をおかけしますが、再送【さいそう】をお願【ねが】いできますでしょうか。,Email - Request,keigo,trouble / effort (apology),"<ruby class=""vocab"">お手数<rt>おてすう</rt></ruby>"
下記の日程でご都合はいかがでしょうか。,How do the dates below work for you?,下記,下記【かき】の日程【にってい】でご都合【つごう】はいかがでしょうか。,Email - Scheduling,keigo,below / the following,"<ruby class=""vocab"">下記<rt><span class=""pitch-h"">か</span><span class=""pitch-l"">き</span></rt></ruby>"
以下の3つの候補日をご提示します。,Here are three candidate dates.,候補日,以下【いか】の3つの候補日【こうほび】をご提示【ていじ】します。,Email - Scheduling,keigo,candidate date,"<ruby class=""vocab"">候補日<rt>こうほび</rt></ruby>"
