Sentence,Translation,Cloze,Pronunciation,Note,Register,KeyMeaning,PitchAccent
この経費は今月に計上します。,We will book this expense in the current month.,計上,この経費【けいひ】は今月【こんげつ】に計上【けいじょう】します。,計上 - record / recognize (book),polite,record / recognize (book),
収益の認識について確認します。,Let me confirm the revenue recognition.,認識,収益【しゅうえき】の認識【にんしき】について確認【かくにん】します。,計上 - recognition (judgment),polite,recognition (judgment),
毎日の記帳をお願いします。,Please handle the daily bookkeeping.,記帳,毎日【まいにち】の記帳【きちょう】をお願【ねが】いします。,計上 - bookkeeping,polite,bookkeeping,
売上計上は完了日に行います。,We recognize sales on the completion date.,売上計上,売上計上【うりあげけいじょう】は完了日【かんりょうび】に行【おこな】います。,計上 - sales recognition,polite,sales recognition,
仕入計上のタイミングを確認します。,Let me check the timing of the cost recognition.,仕入計上,仕入計上【しいれけいじょう】のタイミングを確認【かくにん】します。,計上 - cost recognition,polite,cost recognition,
進捗に応じて部分計上します。,We recognize it partially according to progress.,部分計上,進捗【しんちょく】に応【おう】じて部分計上【ぶぶんけいじょう】します。,計上 - partial recognition,polite,partial recognition,
計上日は月末に設定します。,We set the recognition date to the end of the month.,計上日,計上日【けいじょうび】は月末【げつまつ】に設定【せってい】します。,計上 - recognition date,polite,recognition date,
計上基準を全社で統一します。,We standardize the recognition basis across the company.,計上基準,計上基準【けいじょうきじゅん】を全社【ぜんしゃ】で統一【とういつ】します。,計上 - recognition basis,polite,recognition basis,
誤った仕訳の取消を行います。,We will carry out the cancellation of the incorrect journal entry.,取消,誤【あやま】った仕訳【しわけ】の取消【とりけし】を行【おこな】います。,計上 - cancellation,polite,cancellation,
金額の訂正をお願いします。,Please make a correction to the amount.,訂正,金額【きんがく】の訂正【ていせい】をお願【ねが】いします。,計上 - correction,polite,correction,
この取引は自動仕訳で処理されます。,This transaction is processed by auto journal generation.,自動仕訳,この取引【とりひき】は自動仕訳【じどうしわけ】で処理【しょり】されます。,計上 - auto journal,polite,auto journal,
