Sentence,Translation,Cloze,Pronunciation,Note,Register,KeyMeaning,PitchAccent
収益認識基準に従って計上します。,We record it according to the revenue recognition standard.,収益認識基準,収益認識基準【しゅうえきにんしききじゅん】に従【したが】って計上【けいじょう】します。,基準・税・法 - revenue recognition standard,polite,revenue recognition standard,
この案件は工事進行基準で処理します。,We process this project on a percentage-of-completion basis.,工事進行基準,この案件【あんけん】は工事進行基準【こうじしんこうきじゅん】で処理【しょり】します。,基準・税・法 - percentage-of-completion basis,polite,percentage-of-completion basis,
小規模な工事は工事完成基準で計上します。,Small projects are recorded on a completed-contract basis.,工事完成基準,小【しょう】規模【きぼ】な工事【こうじ】は工事完成基準【こうじかんせいきじゅん】で計上【けいじょう】します。,基準・税・法 - completed-contract basis,polite,completed-contract basis,
履行義務を充足した時点で認識します。,We recognize it when the performance obligation is satisfied.,履行義務,履行義務【りこうぎむ】を充足【じゅうそく】した時点【じてん】で認識【にんしき】します。,基準・税・法 - performance obligation,polite,performance obligation,
費用は発生主義で計上します。,Expenses are recorded on an accrual basis.,発生主義,費用【ひよう】は発生主義【はっせいしゅぎ】で計上【けいじょう】します。,基準・税・法 - accrual basis,polite,accrual basis,
入金は現金主義で記録します。,Receipts are recorded on a cash basis.,現金主義,入金【にゅうきん】は現金主義【げんきんしゅぎ】で記録【きろく】します。,基準・税・法 - cash basis,polite,cash basis,
金額には消費税を加算します。,We add consumption tax to the amount.,消費税,金額【きんがく】には消費税【しょうひぜい】を加算【かさん】します。,基準・税・法 - consumption tax,polite,consumption tax,
見積金額は税抜で表示します。,The estimate amount is shown tax-exclusive.,税抜,見積【みつもり】金額【きんがく】は税抜【ぜいぬき】で表示【ひょうじ】します。,基準・税・法 - tax-exclusive,polite,tax-exclusive,
請求額は税込で記載します。,The billed amount is stated tax-inclusive.,税込,請求【せいきゅう】額【がく】は税込【ぜいこみ】で記載【きさい】します。,基準・税・法 - tax-inclusive,polite,tax-inclusive,
当社はインボイス制度に対応しています。,Our company complies with the invoice system.,インボイス制度,当社【とうしゃ】はインボイス制度【せいど】に対応【たいおう】しています。,基準・税・法 - invoice system,polite,invoice system,
適格請求書を発行いたします。,We will issue a qualified invoice.,適格請求書,適格請求書【てきかくせいきゅうしょ】を発行【はっこう】いたします。,基準・税・法 - qualified invoice,polite,qualified invoice,
この取引先は免税事業者です。,This business partner is a tax-exempt business.,免税事業者,この取引【とりひき】先【さき】は免税事業者【めんぜいじぎょうしゃ】です。,基準・税・法 - tax-exempt business,polite,tax-exempt business,
この分は仕入税額控除を適用します。,We apply the input tax credit to this portion.,仕入税額控除,この分【ぶん】は仕入税額控除【しいれぜいがくこうじょ】を適用【てきよう】します。,基準・税・法 - input tax credit,polite,input tax credit,
保管は電子帳簿保存法に対応します。,Our storage complies with the Electronic Books Preservation Act.,電子帳簿保存法,保管【ほかん】は電子帳簿保存法【でんしちょうぼほぞんほう】に対応【たいおう】します。,基準・税・法 - e-bookkeeping act,polite,e-bookkeeping act,
建設業法に基づいて処理します。,We handle it in accordance with the Construction Business Act.,建設業法,建設業法【けんせつぎょうほう】に基【もと】づいて処理【しょり】します。,基準・税・法 - Construction Business Act,polite,Construction Business Act,
来月、監査を受けます。,We will undergo an audit next month.,監査,来月【らいげつ】、監査【かんさ】を受【う】けます。,基準・税・法 - audit,polite,audit,
操作の監査証跡を残しておきます。,We keep an audit trail of the operations.,監査証跡,操作【そうさ】の監査証跡【かんさしょうせき】を残【のこ】しておきます。,基準・税・法 - audit trail,polite,audit trail,
